year_built,garage,stories,beds,baths,type,lot_sqft,sqft,sold_price,total_sqft,building_ratio,garage_1_or_more,central_air,community_outdoor_space,dishwasher,basement,fireplace,forced_air,single_story,two_or_more_stories,garage_2_or_more,hardwood_floors,laundry_room,washer_dryer,shopping,recreation_facilities,dining_room,community_security_features,view,central_heat,family_room,city_view,fenced_yard,big_lot,floor_plan,new_roof,rental_property,updated_kitchen,community_swimming_pool,farm,ensuite,corner_lot,ranch,big_yard,modern_kitchen,energy_efficient,open_floor_plan,encoded_city,encoded_state
2019,0,2,3,3,7,-0.032059542052144244,0.2665439439876197,800000.0,0.26654394398531994,-0.36993135331987737,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.4299057515244197,-0.439177239595414
1974,0,1,3,1,7,-0.02883698884616028,-0.5643415930461679,265000.0,-0.5643415930484676,-0.7814614151693258,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4299057515244197,-0.439177239595414
1963,2,2,4,3,7,-0.02177076590967831,0.1570916682042456,335000.0,0.1570916682019459,-0.8131137060861259,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.4299057515244197,-0.439177239595414
1964,0,1,4,2,7,-0.03265421068250646,0.3902726035688252,285000.0,0.39027260356652543,-0.17225135170467476,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.4299057515244197,-0.439177239595414
1980,0,1,2,2,4,-0.034835480303275705,-0.6519034136728672,118000.0,-0.6519034136751669,0.014993478377828927,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,-0.4299057515244197,-0.439177239595414
1998,1,3,3,2,6,-0.034106390932533585,0.11331075789089598,249900.0,0.11331075788859625,1.0125634204349774,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.4299057515244197,-0.439177239595414
2018,0,2,3,2,6,-0.03429016289808339,-0.44251645130467326,250000.0,-0.44251645130697304,0.8270071102667115,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,-0.4299057515244197,-0.439177239595414
1965,1,2,4,2,7,-0.032103712761964824,0.05810874053928123,285000.0,0.05810874053698149,-0.42371604865705387,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.4299057515244197,-0.439177239595414
1994,1,2,3,2,6,-0.034287981628462624,-0.4044460945104562,180000.0,-0.4044460945127559,0.8772105438350379,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.4299057515244197,-0.439177239595414
1978,0,2,3,3,6,-0.03393570658470839,-0.15318173966862353,145000.0,-0.15318173967092327,0.40166582271629925,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4299057515244197,-0.439177239595414
2004,0,2,5,3,7,-0.030880838480821064,1.3325139342256977,405000.0,1.332513934223398,-0.3134034952845377,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,-0.4299057515244197,-0.439177239595414
1970,0,1,3,1,1,-0.02937194522065394,-0.6709385920699757,75000.0,-0.6709385920722755,-0.7835547617767581,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4299057515244197,-0.439177239595414
1999,2,2,4,3,7,-0.022958467218187163,0.842358090500153,505000.0,0.8423580904978532,-0.7545866567392335,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4299057515244197,-0.439177239595414
2007,1,3,3,3,6,-0.03417564624299301,0.25702635478906544,241000.0,0.2570263547867657,1.3949195711678197,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4299057515244197,-0.439177239595414
1984,0,2,2,3,6,-0.03339011652081349,-0.3092702025249135,217000.0,-0.30927020252721327,-0.1875208335800458,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4299057515244197,-0.439177239595414
2007,4,1,3,4,7,-0.028845168607238167,2.3765934693071014,510000.0,2.3765934693048014,-0.37755543478535025,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.4299057515244197,-0.439177239595414
1900,0,0,4,0,9,-0.0341265676765257,1.335369210985264,280000.0,1.3353692109829642,2.485215876880187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.4299057515244197,-0.439177239595414
1980,0,1,3,2,7,-0.022958467218187163,-0.6661797974706986,250000.0,-0.6661797974729983,-0.859030782160223,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4299057515244197,-0.439177239595414
1978,1,2,4,2,7,-0.031509862107710396,0.08095095461581148,290000.0,0.08095095461351173,-0.5073917986838917,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,-0.4299057515244197,-0.439177239595414
2018,2,1,2,2,7,-0.03200637360513799,0.2456052477508003,450000.0,0.24560524774850057,-0.38642904671281453,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-0.4299057515244197,-0.439177239595414
1930,0,3,5,3,7,-0.03235428610965069,0.490207290153645,283000.0,0.4902072901513453,-0.2299945212573055,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.4299057515244197,-0.439177239595414
1951,0,1,3,1,7,-0.032048908362742996,-0.5909908428021199,231000.0,-0.5909908428044196,-0.6251013966801239,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-0.4299057515244197,-0.439177239595414
2021,2,2,4,3,7,-0.027247115951322096,1.0327098744712382,585000.0,1.0327098744689385,-0.6382486590896798,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4299057515244197,-0.439177239595414
2013,1,1,2,2,6,-0.0341265676765257,-0.45964811186207094,300000.0,-0.4596481118643707,0.403070914274984,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-0.4299057515244197,-0.439177239595414
2015,2,1,4,3,7,-0.031890766315237226,1.7579501714010735,455555.0,1.7579501713987737,0.014789845878239692,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,-0.4299057515244197,-0.439177239595414
1989,2,2,4,3,7,-0.03186513639719318,0.5853831821391877,390000.0,0.585383182136888,-0.31792309924172446,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4299057515244197,-0.439177239595414
2015,2,1,3,2,7,-0.03270765178821531,0.10379316869234172,405000.0,0.10379316869004199,-0.26408378062858934,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,-0.4299057515244197,-0.439177239595414
2005,2,2,3,2,6,-0.03360933411770079,0.15518815036453476,279000.0,0.15518815036223502,0.2556268220934744,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4299057515244197,-0.439177239595414
1952,0,1,3,2,7,-0.031768069899068954,-0.5319817897710833,135500.0,-0.5319817897733832,-0.6366424197325978,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4299057515244197,-0.439177239595414
1993,2,1,4,2,7,-0.03127237637774914,0.13234593628800453,410000.0,0.1323459362857048,-0.5232939878258749,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,-0.39924296787307,-0.4083851582603779
2009,2,1,3,3,7,-0.03257895688058992,0.795721903427237,490000.0,0.7957219034249373,-0.04956822780430977,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,-0.39924296787307,-0.4083851582603779
1994,0,1,3,2,7,-0.03317280753484435,-0.6005084320006742,211000.0,-0.6005084320029739,-0.4278073288219887,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.39924296787307,-0.4083851582603779
1967,0,2,2,2,4,-0.034835480303275705,-0.6290611995963369,200000.0,-0.6290611995986367,0.014993478377828927,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.39924296787307,-0.4083851582603779
1982,0,2,3,3,6,-0.033766658189098776,0.10188965085263087,284900.0,0.10188965085033112,0.38824576456396376,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.39924296787307,-0.4083851582603779
1955,0,2,2,2,7,-0.03198510622633549,-0.37018277339566086,415000.0,-0.3701827733979606,-0.5680892087065236,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.39924296787307,-0.4083851582603779
1997,2,1,3,2,7,-0.02355231787244159,-0.44061293346496244,194628.0,-0.44061293346726216,-0.839175473575293,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.39924296787307,-0.4083851582603779
1963,0,1,2,2,7,-0.019632849022621853,-0.5414993789696376,68000.0,-0.5414993789719375,-0.8664853994017706,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.39924296787307,-0.4083851582603779
1984,0,2,2,2,6,-0.0338852647247281,-0.7204300559024579,145000.0,-0.7204300559047576,-0.1595955381062231,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.39924296787307,-0.4083851582603779
2001,2,1,3,2,7,-0.0329350491461805,-0.2607304976122868,297000.0,-0.2607304976145865,-0.3428564549680822,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.39924296787307,-0.4083851582603779
1999,2,1,3,3,7,-0.008587172321748989,0.9346787057261293,570000.0,0.9346787057238296,-0.8444163594270654,1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.39924296787307,-0.4083851582603779
2019,2,2,3,3,7,-0.0338852647247281,0.07904743677610063,460000.0,0.07904743677380088,0.5322659008329305,1,1,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.39924296787307,-0.4083851582603779
1995,2,1,4,2,7,-0.03317280753484435,0.19801730175802898,425000.0,0.19801730175572924,-0.03288002259438562,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.39924296787307,-0.4083851582603779
1991,0,1,2,2,6,-0.03447911537898253,-0.4862973616180229,244500.0,-0.48629736162032267,1.654372291545214,0,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.39924296787307,-0.4083851582603779
2006,2,1,3,2,7,-0.0329350491461805,0.020038383745064156,299000.0,0.020038383742764423,-0.2213688808686476,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,-0.39924296787307,-0.4083851582603779
1960,0,1,4,2,7,-0.0334102932648056,-0.5681486287255896,59000.0,-0.5681486287278894,-0.32646369045666296,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.39924296787307,-0.4083851582603779
1958,0,1,3,1,7,-0.032697563416219246,-0.7946672516511812,79000.0,-0.794667251653481,-0.6127731630672671,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.39924296787307,-0.4083851582603779
2007,2,2,5,4,7,-0.03234119849192607,1.219254622762902,570000.0,1.2192546227606023,0.0067149391669097105,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-0.39924296787307,-0.4083851582603779
1956,0,0,0,0,10,-0.01583225936713404,-1.603662333528294,60000.0,-1.6036623335305937,-0.9239376992199547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.39924296787307,-0.4083851582603779
1956,0,0,0,0,10,0.025499800700714604,-1.603662333528294,55000.0,-1.6036623335305937,-0.9239376992199547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.39924296787307,-0.4083851582603779
1976,0,2,3,2,7,-0.03186622703200357,-0.4139636837090105,228000.0,-0.4139636837113102,-0.594460962876139,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.39924296787307,-0.4083851582603779
2004,0,2,3,3,4,-0.03459799457331445,-0.452985799423083,151000.0,-0.4529857994253827,3.060350709937372,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.39924296787307,-0.4083851582603779
1999,0,1,3,2,7,-0.03139125557208107,-0.5215124416526737,172000.0,-0.5215124416549735,-0.6655743118838191,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.39924296787307,-0.4083851582603779
1966,0,1,3,2,7,-0.031509862107710396,-0.22170838189821426,295000.0,-0.22170838190051398,-0.5822288587802015,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-0.39924296787307,-0.4083851582603779
1971,0,1,4,3,7,-0.032103712761964824,-0.16460284670688866,185000.0,-0.16460284670918837,-0.4907560636809478,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.39924296787307,-0.4083851582603779
1994,2,1,3,2,7,-0.03174734783767165,-0.12558073099281614,282000.0,-0.12558073099511588,-0.5303536217986735,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.39924296787307,-0.4083851582603779
1967,0,0,1,1,4,-0.03459799457331445,-0.927913500430941,68000.0,-0.9279135004332407,1.4158842780353822,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.39924296787307,-0.4083851582603779
2020,3,1,4,3,7,-0.02854060883643826,0.9375339824856956,810000.0,0.9375339824833959,-0.5919772217580519,1,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.39924296787307,-0.4083851582603779
1988,0,2,2,2,6,-0.032697563416219246,-0.6899737704670843,194900.0,-0.689973770469384,-0.5725048113298604,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.39924296787307,-0.4083851582603779
1977,0,1,4,2,7,-0.023671197066773515,0.17136805200207703,278000.0,0.17136805199977728,-0.793197248995123,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.39924296787307,-0.4083851582603779
2019,0,2,3,2,1,-0.022602102293893988,-0.5043807810952761,112000.0,-0.5043807810975758,-0.8500456731714879,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.39924296787307,-0.4083851582603779
2016,2,1,4,3,7,-0.02699654260363623,0.4350052728020303,559900.0,0.4350052727997305,-0.7100803203506496,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.39924296787307,-0.4083851582603779
1991,2,1,3,2,7,-0.0329350491461805,-0.4158672015487213,234900.0,-0.4158672015510211,-0.40998348743658347,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.39924296787307,-0.4083851582603779
1992,0,2,3,2,1,-0.0259277204894593,-0.640482306634602,50000.0,-0.6404823066369018,-0.835022910638637,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.39924296787307,-0.4083851582603779
1970,0,2,8,8,9,-0.034835480303275705,2.4793834326514874,425000.0,2.4793834326491875,0.014993478377828927,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.39924296787307,-0.4083851582603779
2018,2,1,3,4,7,-0.02854060883643826,0.7928666266676707,875000.0,0.792866626665371,-0.6108753463176808,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,-0.39924296787307,-0.4083851582603779
1984,3,2,2,3,6,-0.034360508843353205,-0.5729074233248668,200000.0,-0.5729074233271665,0.8605884989261929,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,-0.39924296787307,-0.4083851582603779
2005,2,1,2,2,4,-0.03456227628327436,-0.6490481369133009,388000.0,-0.6490481369156006,1.9493282997904278,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5144707133343807,0.5997619940857806
1960,1,2,2,1,4,-0.03452655799323426,-0.5262712362519508,232000.0,-0.5262712362542505,1.9439301756211118,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5144707133343807,0.5997619940857806
1983,0,1,1,1,4,-0.0346443465527558,-0.9374310896294952,136000.0,-0.937431089631795,1.9423689040883552,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.034855149400550844,0.5997619940857806
1983,0,1,1,1,4,-0.03452655799323426,-0.5462581735689148,287000.0,-0.5462581735712145,1.890727679709749,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0.034855149400550844,0.5997619940857806
2006,2,2,3,3,7,-0.033291414070473674,0.6805590741247304,330000.0,0.6805590741224307,0.29254882468355436,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5144707133343807,0.5997619940857806
1966,0,1,2,1,4,-0.03364777899476685,-0.8498692690027959,154000.0,-0.8498692690050957,-0.4020465488513507,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5144707133343807,0.5997619940857806
2005,0,1,2,2,4,-0.034550551959062724,-0.595749637401397,350000.0,-0.5957496374036967,1.984918765202948,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0.5144707133343807,0.5997619940857806
2002,1,2,3,3,6,-0.03424162964902128,-0.16936164130616577,225900.0,-0.1693616413084655,1.062148067460566,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5144707133343807,0.5997619940857806
1956,0,1,4,2,7,-0.03127237637774914,0.34363641649590926,642500.0,0.34363641649360954,-0.4745314308469902,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5144707133343807,0.5997619940857806
1937,0,1,3,2,7,-0.03205627014771309,-0.22551541757763596,325000.0,-0.2255154175799357,-0.5161734373210475,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.027585999595946067,0.5997619940857806
1950,0,1,3,1,7,-0.03155730472196212,-0.7280441272613013,135000.0,-0.728044127263601,-0.7042945801261231,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5144707133343807,0.5997619940857806
2014,2,3,3,4,6,-0.03456227628327436,0.4331017549623194,585000.0,0.4331017549600197,5.206460344531012,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.034855149400550844,0.5997619940857806
1983,2,3,2,3,4,-0.03446384649163715,-0.3054631668454918,230000.0,-0.30546316684779157,1.9485695715542686,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.5144707133343807,0.5997619940857806
1965,1,1,1,1,4,-0.03462171588044032,-0.8555798225219285,220000.0,-0.8555798225242283,1.9537860801722327,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0.5144707133343807,0.5997619940857806
1926,2,3,4,5,7,-0.014644558058625185,2.744924171291151,1915000.0,2.7449241712888512,-0.7468342629429083,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5144707133343807,0.5997619940857806
2005,0,2,3,3,6,-0.03447911537898253,-0.1484229450693464,200000.0,-0.14842294507164613,2.434014580064494,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5144707133343807,0.5997619940857806
1979,2,1,5,5,7,-0.029467103107859997,3.5977001634816137,1375000.0,3.5977001634793138,-0.12721144333066056,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034855149400550844,0.5997619940857806
2005,0,1,3,2,7,-0.0328638852248029,-0.36637573771623916,200000.0,-0.3663757377185389,-0.40789265356437204,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.5144707133343807,0.5997619940857806
2010,3,1,1,2,4,-0.034835480303275705,-0.35209935391840774,670000.0,-0.35209935392070746,0.014993478377828927,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5144707133343807,0.5997619940857806
2021,2,2,4,5,7,-0.03127237637774914,3.82326702748735,1410000.0,3.82326702748505,0.3285132012016697,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0.5144707133343807,0.5997619940857806
2017,3,2,2,3,4,-0.034134747437603585,0.8414063315802975,2600000.0,0.8414063315779978,1.9453467401314806,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5144707133343807,0.5997619940857806
1999,2,3,4,4,6,-0.03452901192155763,0.46355804039769305,530000.0,0.46355804039539333,4.622780879341738,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.5144707133343807,0.5997619940857806
1920,0,1,0,0,9,-0.031767524581663764,-1.603662333528294,410000.0,-1.6036623335305937,-0.9239376992199547,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5144707133343807,0.5997619940857806
1963,0,3,2,2,4,-0.034581362392456086,-0.4082531301898779,210000.0,-0.4082531301921776,2.9443284668168648,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5144707133343807,0.5997619940857806
2010,2,1,3,3,4,-0.03437223316756484,0.014327830225931596,705000.0,0.014327830223631861,1.9481530929792485,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0.5144707133343807,0.5997619940857806
2003,0,2,3,3,6,-0.03424162964902128,-0.3054631668454918,240000.0,-0.30546316684779157,0.8736873742719035,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5144707133343807,0.5997619940857806
1920,0,1,2,1,7,-0.03364777899476685,-0.5700521465653005,420000.0,-0.5700521465676002,-0.2083142278811872,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5144707133343807,0.5997619940857806
