baths,type,lot_sqft,sqft,garage_2_or_more,community_security_features,farm,open_floor_plan,encoded_city,encoded_state,sold_price
2,4,-0.0348536664474938,-0.4242579787319852,0,0,0,0,3.798864391984925,3.8181505932275424,585000.0
3,4,-0.0348536664474938,-0.1796292952870274,1,1,0,0,3.798864391984925,3.8181505932275424,2300000.0
4,7,-0.0320052664992444,1.8051120153191331,1,0,0,0,3.798864391984925,3.8181505932275424,1760000.0
1,4,-0.033900021926844,-0.6297078495939613,0,1,0,0,3.798864391984925,3.8181505932275424,485000.0
2,7,-0.0341460622131717,-0.389857070122538,0,0,0,0,3.798864391984925,3.8181505932275424,556000.0
3,4,-0.0348536664474938,-0.3086327025724544,0,0,0,1,3.798864391984925,3.8181505932275424,665000.0
3,4,-0.0348536664474938,0.1510016596815481,0,1,0,0,3.798864391984925,3.8181505932275424,2100000.0
1,4,-0.0348536664474938,-0.9039595376748318,0,1,0,0,3.798864391984925,3.8181505932275424,560000.0
2,4,-0.0345267026118425,-0.4605700489308461,0,0,0,1,3.798864391984925,3.8181505932275424,675000.0
1,4,-0.0348536664474938,-0.8523581747606611,0,1,0,0,3.798864391984925,3.8181505932275424,770000.0
4,9,-0.033861603676155,3.284351085525362,0,0,0,0,3.798864391984925,3.8181505932275424,1100000.0
1,4,-0.0348536664474938,-0.5150381542291375,0,1,0,0,0.0788570594086942,0.0886519278853155,229900.0
4,7,-0.0328360271116619,0.4596542563718658,1,0,0,0,0.0788570594086942,0.0886519278853155,457000.0
3,7,-0.0336667877240794,0.2800050669669751,1,0,0,1,0.0788570594086942,0.0886519278853155,385000.0
1,7,-0.0334294664733691,-0.4376361098578812,0,0,0,0,0.0788570594086942,0.0886519278853155,276000.0
3,7,-0.0312930302772505,0.9556006888247294,1,0,1,0,0.0788570594086942,0.0886519278853155,395000.0
3,7,-0.0311742334169638,1.75733297558379,1,0,1,0,0.0788570594086942,0.0886519278853155,651000.0
3,7,-0.0318864696389577,0.6889936471015137,1,0,1,0,0.0788570594086942,0.0886519278853155,435000.0
4,7,-0.0336667877240794,0.4988330689548473,1,0,0,0,0.0142408002779188,0.0886519278853155,465000.0
4,7,-0.0312930302772505,0.9470004616723676,1,0,0,0,0.0788570594086942,0.0886519278853155,590000.0
1,7,-0.0328360271116619,-0.5800176482692043,0,0,0,0,0.0788570594086942,0.0886519278853155,349500.0
2,7,-0.0327172302513752,0.3058057484240604,0,0,1,1,0.0788570594086942,0.0886519278853155,698000.0
2,9,-0.0305807940552566,0.0458877722637929,1,0,0,0,0.0788570594086942,0.0886519278853155,327000.0
3,7,-0.0305807940552566,0.7539731411415806,1,0,1,1,0.0788570594086942,0.0886519278853155,629000.0
2,4,-0.0348536664474938,-0.4319026250896401,0,0,0,0,0.0788570594086942,0.0886519278853155,199900.0
3,7,-0.0325987058609516,0.3325620106758526,1,0,0,0,0.0788570594086942,0.0886519278853155,450000.0
2,9,-0.0331921452226588,0.1815802451121678,1,0,0,0,0.0788570594086942,0.0886519278853155,400000.0
3,7,-0.0336667877240794,0.3688740808747136,1,1,0,0,0.0788570594086942,0.0886519278853155,368000.0
3,7,-0.0322425877499546,0.3249173643181978,1,0,1,0,0.0788570594086942,0.0886519278853155,515000.0
3,7,-0.0334294664733691,-0.0716486654851516,1,0,0,0,0.0142408002779188,0.0886519278853155,455000.0
1,7,-0.031767672778671,-0.2656315668106454,0,0,1,0,0.0788570594086942,0.0886519278853155,430000.0
3,7,-0.0322425877499546,0.8676872557116977,1,0,0,0,0.0788570594086942,0.0886519278853155,607900.0
1,7,-0.0325987058609516,-0.1375837403199253,1,0,1,0,0.0788570594086942,0.0886519278853155,335000.0
3,7,-0.0283258334687144,1.0253580868383303,1,0,0,0,0.0788570594086942,0.0886519278853155,780000.0
1,4,-0.0348536664474938,-0.7845119383364736,0,0,0,0,0.0788570594086942,0.0886519278853155,205000.0
3,7,-0.0324799090006649,0.4500984484247972,1,0,0,0,0.0129675079007244,0.0886519278853155,331500.0
2,7,-0.0308183877758299,0.2924276172981643,1,0,1,0,0.0788570594086942,0.0886519278853155,350000.0
4,7,-0.0334294664733691,0.8619537709434565,1,0,0,0,0.0788570594086942,0.0886519278853155,448700.0
2,4,-0.0348536664474938,-0.0448924032333593,1,0,0,0,0.0788570594086942,0.0886519278853155,284500.0
2,7,-0.0328360271116619,-0.4605700489308461,0,0,1,0,0.0788570594086942,0.0886519278853155,350000.0
2,7,-0.033785584584366,-0.23983088535356,1,0,0,0,0.0788570594086942,0.0886519278853155,320000.0
2,4,-0.0348536664474938,-0.2942989906518514,1,0,0,0,0.0788570594086942,0.0886519278853155,270000.0
2,7,-0.0318864696389577,0.1548239828603756,1,0,1,0,0.0788570594086942,0.0886519278853155,339000.0
2,7,-0.0296315090524155,-0.2388753045588531,1,0,0,0,0.0788570594086942,0.0886519278853155,300000.0
1,4,-0.0348536664474938,-0.6134629760839446,0,0,0,0,0.0788570594086942,0.0886519278853155,285000.0
2,4,-0.0348536664474938,-0.4424140138314156,1,0,0,0,0.0788570594086942,0.0886519278853155,250000.0
1,4,-0.0348536664474938,-0.903003956880125,0,0,0,0,0.0788570594086942,0.0886519278853155,158000.0
3,7,-0.0335479908637927,0.3048501676293536,1,0,0,0,0.0142408002779188,0.0886519278853155,460000.0
1,7,-0.0330733483623721,-1.0492078184702756,0,0,1,0,0.0788570594086942,0.0886519278853155,172500.0
6,7,-0.0310557090265402,4.853414750434036,1,0,0,0,0.0788570594086942,0.0886519278853155,1700000.0
2,4,-0.0348536664474938,-0.6469083038986849,0,1,0,0,0.0788570594086942,0.0886519278853155,420000.0
1,4,-0.0348536664474938,-0.3745677774072281,0,0,0,0,0.0788570594086942,0.0886519278853155,235000.0
3,6,-0.0348536664474938,0.3621850153117655,0,1,0,0,0.0788570594086942,0.0886519278853155,745000.0
3,7,-0.0329232174678356,0.9565562696194362,1,0,0,0,-0.3076853382013672,-0.2981405920216036,360000.0
1,7,-0.0329545515020855,-0.8571360787341955,0,0,0,0,-0.3076853382013672,-0.2981405920216036,134000.0
2,6,-0.0336547990501055,0.1605574676286168,1,0,0,0,-0.3076853382013672,-0.2981405920216036,190000.0
2,6,-0.0336667877240794,0.9116439722682136,1,0,0,0,-0.3076853382013672,-0.2981405920216036,640000.0
2,7,-0.0330812499884004,-0.624929945620427,1,0,0,0,-0.3076853382013672,-0.2981405920216036,215000.0
4,7,-0.032123790889668,1.6187737603512944,1,0,0,1,-0.3076853382013672,-0.2981405920216036,415000.0
3,7,-0.0320052664992444,1.5088819689600048,1,0,0,0,-0.3076853382013672,-0.2981405920216036,707000.0
2,7,-0.0329545515020855,0.0554435802108615,0,0,1,0,-0.3076853382013672,-0.2981405920216036,215000.0
2,6,-0.0343790239460733,-0.3459003535660221,0,0,0,0,-0.3076853382013672,-0.2981405920216036,225000.0
2,7,-0.0323739182239413,-0.0458479840280662,1,0,1,0,-0.3076853382013672,-0.2981405920216036,262500.0
3,7,-0.03254393941848,0.2083365073639601,1,0,1,0,-0.3076853382013672,-0.2981405920216036,260000.0
1,7,-0.0320052664992444,-0.5790620674744974,0,0,0,0,-0.3076853382013672,-0.2981405920216036,187000.0
1,6,-0.0344975483364969,-0.9192488303901416,0,0,0,0,-0.3076853382013672,-0.2981405920216036,135000.0
3,7,-0.0330008713788028,0.6383478649820498,1,0,0,0,-0.3076853382013672,-0.2981405920216036,320000.0
3,7,-0.0324055247280542,1.0110243749177277,1,0,0,0,-0.3076853382013672,-0.2981405920216036,328350.0
2,7,-0.0335591621281775,-0.6994652476075626,0,0,1,0,-0.3076853382013672,-0.2981405920216036,203000.0
4,7,-0.031767672778671,1.085559676904863,1,0,0,0,-0.3076853382013672,-0.2981405920216036,520000.0
5,7,-0.0322425877499546,2.127142743135347,1,0,0,0,-0.3076853382013672,-0.2981405920216036,737000.0
2,7,-0.0320052664992444,0.2618490318675446,1,0,1,0,-0.3076853382013672,-0.2981405920216036,300000.0
1,7,-0.033785584584366,-0.781645195952353,0,0,0,1,-0.3076853382013672,-0.2981405920216036,160000.0
3,7,-0.0328918834335856,-0.1050939932998919,1,0,0,0,-0.3076853382013672,-0.2981405920216036,277000.0
1,7,-0.0324289571362759,-0.7950233270782492,0,0,0,0,-0.3076853382013672,-0.2981405920216036,155350.0
3,7,-0.0334294664733691,0.108956104714446,1,0,0,0,-0.3076853382013672,-0.2981405920216036,269000.0
3,7,-0.0328360271116619,-0.2092522999229403,1,0,0,0,-0.3076853382013672,-0.2981405920216036,206000.0
2,7,-0.0327172302513752,0.4166531206100569,1,0,1,0,-0.3076853382013672,-0.2981405920216036,324900.0
1,7,-0.0329191304198899,-0.410879847606089,0,0,0,0,-0.3076853382013672,-0.2981405920216036,262500.0
3,7,-0.0333226582870563,0.4348091557094873,1,0,0,0,-0.3076853382013672,-0.2981405920216036,270000.0
2,7,-0.0327172302513752,-0.1509618714458215,1,0,0,0,-0.3076853382013672,-0.2981405920216036,245000.0
3,6,-0.0339060162638309,0.7090608437903579,1,0,0,0,-0.3076853382013672,-0.2981405920216036,349000.0
2,7,-0.0332071310651262,-0.624929945620427,1,0,0,0,-0.3076853382013672,-0.2981405920216036,210000.0
3,4,-0.0346163451967835,0.5236781696172259,1,1,0,0,-0.3076853382013672,-0.2981405920216036,822500.0
2,7,-0.0323611121403783,0.3210950411393703,0,0,0,0,-0.3076853382013672,-0.2981405920216036,225000.0
3,6,-0.031767672778671,0.7921963729298552,1,0,0,0,-0.3076853382013672,-0.2981405920216036,425000.0
2,7,-0.0327262217568556,0.3860745351794372,1,0,1,0,-0.3076853382013672,-0.2981405920216036,260000.0
3,6,-0.0335774176090013,0.594391148425534,1,0,0,0,-0.3076853382013672,-0.2981405920216036,364500.0
3,7,-0.0325066110472431,1.1620061404814124,1,0,1,0,-0.3076853382013672,-0.2981405920216036,609000.0
2,7,-0.0322488545568046,0.1710688563703923,1,0,0,0,-0.3076853382013672,-0.2981405920216036,295000.0
2,6,-0.0329545515020855,-0.5475279012491708,1,0,0,0,-0.3076853382013672,-0.2981405920216036,170000.0
0,10,-0.0294587631592463,-1.6072670025790852,0,0,0,0,-0.3076853382013672,-0.2981405920216036,74000.0
0,10,-0.0279555469248392,-1.6072670025790852,0,0,0,0,-0.3076853382013672,-0.2981405920216036,64000.0
2,6,-0.0337904890419008,-0.4605700489308461,1,0,0,0,-0.3076853382013672,-0.2981405920216036,245000.0
4,7,-0.0315303515279608,1.5901063365100885,1,0,1,1,-0.3076853382013672,-0.2981405920216036,669000.0
2,7,-0.0318864696389577,0.1166007510721009,0,0,0,0,-0.9669328739251652,-0.9589519783417656,169000.0
2,7,-0.0314118271375371,-0.196829749591751,0,1,0,0,-0.9669328739251652,-0.9589519783417656,180000.0
2,7,-0.0314118271375371,0.1968695378274777,0,0,0,0,-0.9669328739251652,-0.9589519783417656,260000.0
2,7,-0.0312930302772505,0.0382431259061379,0,0,0,0,-0.9669328739251652,-0.9589519783417656,60000.0
3,7,0.1669157165329622,1.5834172709471404,0,1,0,0,-0.9669328739251652,-0.9589519783417656,424900.0
0,10,0.8909117378157753,-1.6072670025790852,0,0,0,0,-0.9669328739251652,-0.9589519783417656,370000.0
2,7,-0.031767672778671,-0.0448924032333593,1,0,0,0,-0.9669328739251652,-0.9589519783417656,159000.0
2,7,-0.0309369121662535,-0.1012716701210644,0,0,0,0,-0.9669328739251652,-0.9589519783417656,140000.0
1,7,-0.0311742334169638,0.051621257032034,0,1,0,0,-0.9669328739251652,-0.9589519783417656,149900.0
1,7,-0.0336667877240794,-0.2369641429694394,0,0,0,0,-0.9669328739251652,-0.9589519783417656,45000.0
2,7,-0.0312930302772505,0.4319424133253667,1,1,0,0,-0.9669328739251652,-0.9589519783417656,310000.0
2,7,-0.0329545515020855,-0.0305586913127563,0,0,0,0,-0.9669328739251652,-0.9589519783417656,147000.0
2,7,-0.0303434728045463,0.5561679166372593,1,1,0,0,-0.9669328739251652,-0.9589519783417656,195000.0
2,7,-0.0302249484141227,0.0669105497473439,1,0,0,0,-0.9669328739251652,-0.9589519783417656,136000.0
1,7,-0.031767672778671,-0.6889538588657871,0,0,0,0,-0.9669328739251652,-0.9589519783417656,31500.0
2,7,-0.031767672778671,0.01626476762788,0,1,0,0,-0.9669328739251652,-0.9589519783417656,172500.0
2,7,-0.0314118271375371,0.2006918610063051,0,0,0,0,-0.9669328739251652,-0.9589519783417656,178000.0
2,7,-0.0163382493742832,0.1443125941186001,1,0,0,0,-0.9669328739251652,-0.9589519783417656,150000.0
3,7,0.0506016016383463,1.3473888146545443,0,0,0,0,-0.9669328739251652,-0.9589519783417656,170000.0
1,7,-0.0314118271375371,-0.2885655058836102,0,0,0,0,-0.9669328739251652,-0.9589519783417656,125000.0
2,7,-0.0331921452226588,-0.1366281595252185,0,1,0,0,-0.9669328739251652,-0.9589519783417656,162000.0
2,7,-0.0325987058609516,-0.4815928264143971,0,1,0,0,-0.9669328739251652,-0.9589519783417656,111200.0
1,7,-0.0328360271116619,-0.3745677774072281,0,0,0,0,-0.9669328739251652,-0.9589519783417656,63000.0
2,7,-0.0303434728045463,0.637392284187343,0,0,0,0,-0.9669328739251652,-0.9589519783417656,106000.0
2,7,-0.0330733483623721,0.0573547418002752,1,1,0,1,-0.9669328739251652,-0.9589519783417656,245000.0
3,7,-0.0286819515797113,1.3903899504163533,0,1,0,0,-0.9669328739251652,-0.9589519783417656,310000.0
1,7,-0.0305807940552566,-0.2016076535652854,0,0,0,0,-0.9669328739251652,-0.9589519783417656,100000.0
2,7,-0.0319480478280054,-0.4605700489308461,0,1,0,1,-0.9669328739251652,-0.9589519783417656,95900.0
4,7,-0.0266643122438793,2.676601700091795,1,0,0,0,-0.9669328739251652,-0.9589519783417656,375000.0
2,7,-0.0322425877499546,0.7702180146515973,1,1,0,0,-0.9669328739251652,-0.9589519783417656,320000.0
2,7,-0.032123790889668,0.0621326457738096,0,0,0,0,-0.9669328739251652,-0.9589519783417656,120000.0
2,7,-0.0311080232402444,0.3698296616694205,1,1,0,0,-0.9669328739251652,-0.9589519783417656,283000.0
2,7,-0.0305807940552566,0.4223866053782981,0,1,0,0,-0.9669328739251652,-0.9589519783417656,284500.0
2,7,-0.0335479908637927,-0.1977853303864579,0,0,0,0,-0.9669328739251652,-0.9589519783417656,160000.0
4,7,-0.0336667877240794,1.307254421276856,1,1,0,0,-0.9669328739251652,-0.9589519783417656,439900.0
2,7,-0.0297500334428391,0.8351975086916642,0,0,0,0,-0.9669328739251652,-0.9589519783417656,68250.0
4,7,-0.026782836634303,1.53468265041709,1,1,0,0,-0.9669328739251652,-0.9589519783417656,385000.0
2,7,-0.0277323941070071,-0.1738958105187862,0,0,0,0,-0.9669328739251652,-0.9589519783417656,139900.0
2,7,-0.0301453872141142,0.5332339775642946,0,0,0,0,-0.9669328739251652,-0.9589519783417656,115000.0
2,7,-0.0334294664733691,-0.4137465899902096,0,1,0,1,-0.9669328739251652,-0.9589519783417656,173000.0
3,7,-0.0282070366084277,0.5045665537230886,0,0,0,0,-0.9669328739251652,-0.9589519783417656,140267.0
2,7,-0.030106151553836,0.2083365073639601,0,0,0,0,-0.9669328739251652,-0.9589519783417656,215000.0
3,4,-0.0346648448324052,-0.5408388356862228,0,1,0,1,0.3294366506567512,0.2669895250378065,460000.0
2,7,-0.0334294664733691,-0.4930597959508795,0,0,0,0,0.3294366506567512,0.2669895250378065,472000.0
3,7,-0.0328739004226248,0.1557795636550825,1,1,0,0,0.3294366506567512,0.2669895250378065,513000.0
2,7,-0.0335327325514623,0.0430210298796723,1,1,0,0,0.3294366506567512,0.2669895250378065,1075000.0
2,7,-0.0335659738747535,-0.3803012621754693,1,1,0,0,0.3294366506567512,0.2669895250378065,465000.0
2,7,-0.0334637976761125,-0.6096406529051172,1,1,1,0,0.0132115294380013,0.2669895250378065,313000.0
2,7,-0.033327290274728,-0.6411748191304437,0,1,0,0,0.3294366506567512,0.2669895250378065,357000.0
3,4,-0.0348536664474938,-0.1719846489293725,1,1,0,0,0.3294366506567512,0.2669895250378065,430000.0
1,7,-0.0330733483623721,-0.5274607045603267,0,1,0,0,0.3294366506567512,0.2669895250378065,315000.0
1,7,-0.0335479908637927,-0.6344857535674957,0,1,0,0,0.3294366506567512,0.2669895250378065,373000.0
1,7,-0.0334294664733691,-0.3736121966125212,1,1,0,0,0.3294366506567512,0.2669895250378065,415000.0
2,7,-0.0333106696130824,-0.4299914635002264,1,1,0,0,0.0132115294380013,0.2669895250378065,472000.0
2,7,-0.0331646257664915,-0.0993605085316507,1,1,0,0,0.3294366506567512,0.2669895250378065,500100.0
4,7,-0.0328918834335856,1.6331074722718972,1,1,0,0,0.3294366506567512,0.2669895250378065,903000.0
2,7,-0.0325463916472474,-0.0850267966110477,1,1,0,0,0.3294366506567512,0.2669895250378065,530000.0
2,7,-0.0331646257664915,-0.3363445456189535,1,1,0,0,0.3294366506567512,0.2669895250378065,785000.0
3,7,-0.033963507404933,0.4453205444512629,1,1,0,0,0.3294366506567512,0.2669895250378065,610000.0
3,7,-0.0332801529884216,0.5246337504119327,1,0,0,0,0.3294366506567512,0.2669895250378065,575000.0
1,7,-0.033537364539134,-0.6927761820446146,0,1,0,0,0.3294366506567512,0.2669895250378065,530000.0
2,1,-0.0348536664474938,-0.5064379270767756,0,1,0,0,0.3294366506567512,0.2669895250378065,117777.0
2,7,-0.0333106696130824,-0.5064379270767756,1,1,0,0,0.3294366506567512,0.2669895250378065,595000.0
1,4,-0.0348536664474938,-1.0090734250925872,0,0,0,1,0.3294366506567512,0.2669895250378065,343000.0
2,7,-0.0333106696130824,-0.2168969462805952,1,1,0,0,0.3294366506567512,0.2669895250378065,375000.0
2,7,-0.0331921452226588,-0.2379197237641463,1,1,0,0,0.3294366506567512,0.2669895250378065,468000.0
3,4,-0.0348536664474938,-0.2207192694594227,1,1,1,1,0.3294366506567512,0.2669895250378065,490000.0
2,7,-0.0325987058609516,-0.5637727747591876,1,1,1,1,0.3294366506567512,0.2669895250378065,395000.0
3,7,-0.0343231676241495,-0.1356725787305116,1,1,0,0,0.3294366506567512,0.2669895250378065,599900.0
1,4,-0.0348536664474938,-0.8332465588665238,0,1,0,0,0.3294366506567512,0.2669895250378065,230000.0
4,9,-0.0324799090006649,0.6354811225979292,1,1,0,0,0.3294366506567512,0.2669895250378065,775000.0
2,7,-0.0331101317938829,-0.2904766674730239,1,1,0,0,0.3294366506567512,0.2669895250378065,355000.0
1,4,-0.0341877501022172,-0.8858035025754014,0,1,0,0,0.3294366506567512,0.2669895250378065,245000.0
2,7,-0.0328739004226248,-0.5188604774079649,1,1,0,0,0.3294366506567512,0.2669895250378065,454000.0
2,7,-0.0331921452226588,-0.4519698217784842,1,1,0,0,0.3294366506567512,0.2669895250378065,445000.0
2,7,-0.033282332747326,-0.4271247211161058,1,1,0,0,0.0132115294380013,0.2669895250378065,412000.0
1,7,-0.0328918834335856,0.2886052941193369,1,1,0,0,0.3294366506567512,0.2669895250378065,800000.0
2,9,-0.03167176338688,0.0783775192838263,1,1,0,0,0.3294366506567512,0.2669895250378065,495000.0
2,7,-0.0328360271116619,-0.1586065178034764,1,1,0,1,0.3294366506567512,0.2669895250378065,562000.0
2,7,-0.0332798805185586,0.1271121398138765,1,1,0,0,0.3294366506567512,0.2669895250378065,527000.0
3,7,-0.0327766286815185,2.3077475133349448,1,1,0,0,0.3294366506567512,0.2669895250378065,900000.0
2,7,-0.0324562041225802,-0.0984049277369438,1,1,0,0,0.3294366506567512,0.2669895250378065,505000.0
2,7,-0.0335041232158428,-0.5265051237656199,1,1,0,0,0.3294366506567512,0.2669895250378065,392000.0
2,1,-0.0348536664474938,-0.7558445144952677,0,1,0,0,0.0114910961139375,0.2669895250378065,122000.0
2,7,-0.0323374072622935,-0.6497750462828056,1,0,1,0,-0.8506179551257689,-0.4078863643084413,220000.0
1,7,-0.032907141745916,-0.8045791350253179,0,0,0,0,-0.8506179551257689,-0.4078863643084413,25000.0
1,7,-0.0326104220650624,-0.7376884793958373,0,0,0,0,-0.8506179551257689,-0.4078863643084413,165000.0
1,7,-0.021786011815961,-0.311499444956575,1,0,0,0,-0.8506179551257689,-0.4078863643084413,253000.0
3,7,-0.0293108120236141,0.0344208027273105,1,0,0,0,-0.8506179551257689,-0.4078863643084413,315000.0
1,7,-0.0330376548103135,-0.5274607045603267,0,0,0,0,-0.8506179551257689,-0.4078863643084413,97000.0
1,7,-0.0332275663048544,-0.2321862389959051,0,0,0,0,-0.8506179551257689,-0.4078863643084413,136000.0
1,7,-0.0330970532404569,-0.838980043634765,1,0,0,0,-0.8506179551257689,-0.4078863643084413,153000.0
3,7,-0.0276375745946682,-0.118472124425788,1,0,1,0,-0.8506179551257689,-0.4078863643084413,354900.0
1,4,-0.0348536664474938,-0.7233547674752342,0,0,0,1,-0.8506179551257689,-0.4078863643084413,165000.0
2,4,-0.0348536664474938,-0.4548365641626049,1,0,0,0,-0.8506179551257689,-0.4078863643084413,274000.0
2,7,-0.0316608645923583,-0.439547271447295,1,0,0,0,-0.8506179551257689,-0.4078863643084413,214000.0
1,7,-0.0323968056924369,-0.9192488303901416,0,0,0,0,-0.8506179551257689,-0.4078863643084413,109000.0
2,6,-0.0348536664474938,-0.3573673231025045,0,0,0,0,-0.8506179551257689,-0.4078863643084413,155000.0
2,7,-0.0308478145210385,-0.5723730019115494,1,0,1,0,-0.8506179551257689,-0.4078863643084413,259500.0
1,7,-0.0326341269431471,-0.6469083038986849,1,0,1,0,-0.8506179551257689,-0.4078863643084413,185000.0
2,7,-0.032563012308893,-0.2914322482677308,0,0,0,0,-0.8506179551257689,-0.4078863643084413,272000.0
2,7,-0.0325156025527235,-0.781645195952353,0,0,1,0,-0.8506179551257689,-0.4078863643084413,185000.0
2,7,-0.0329428352979746,-0.1834516184658549,0,0,0,0,-0.8506179551257689,-0.4078863643084413,230000.0
1,7,-0.0331564516706002,-0.9651167085360712,0,0,1,0,-0.8506179551257689,-0.4078863643084413,159900.0
1,7,-0.0326698204952058,-0.9192488303901416,0,0,1,0,-0.8506179551257689,-0.4078863643084413,69500.0
3,7,-0.0321000860115833,-0.2493866933006286,1,0,0,0,-0.8506179551257689,-0.4078863643084413,399900.0
2,7,-0.0330496434842874,-0.5771509058850837,0,0,0,0,-0.8506179551257689,-0.4078863643084413,172000.0
2,4,-0.0348536664474938,-0.6153741376733584,0,0,0,0,-0.8506179551257689,-0.4078863643084413,155000.0
3,7,-0.0315303515279608,2.078408122605297,0,0,0,0,-0.8506179551257689,-0.4078863643084413,355000.0
3,7,-0.0321712006458374,0.0755107768997057,1,0,0,0,-0.8506179551257689,-0.4078863643084413,332500.0
2,9,-0.031423543341648,-0.2312306582011982,1,0,0,0,-0.8506179551257689,-0.4078863643084413,235000.0
1,7,-0.0310794139046249,-0.7883342615153011,0,0,0,0,-0.8506179551257689,-0.4078863643084413,160000.0
2,7,-0.0328360271116619,-0.6727089853557703,0,0,1,0,-0.8506179551257689,-0.4078863643084413,212000.0
3,7,-0.0318507760868991,0.2188478961057356,1,0,1,0,-0.8506179551257689,-0.4078863643084413,197000.0
2,7,-0.0307589893456866,-0.8437579476082994,0,0,0,0,-0.8506179551257689,-0.4078863643084413,234000.0
2,7,-0.0309369121662535,-0.6191964608521858,1,0,0,0,-0.8506179551257689,-0.4078863643084413,240000.0
2,7,-0.0324442154486063,-0.5742841635009631,0,0,1,0,-0.8506179551257689,-0.4078863643084413,114000.0
3,7,-0.0331801565486849,-0.2092522999229403,1,0,0,0,-0.8506179551257689,-0.4078863643084413,280000.0
2,7,-0.0329428352979746,-0.8733809522442122,1,0,0,0,-0.8506179551257689,-0.4078863643084413,232000.0
0,10,0.0479905229408071,-1.6072670025790852,0,0,1,0,0.030050128493188,-0.4078863643084413,2016000.0
1,7,-0.0329785288500332,-0.710932217144045,0,0,1,0,-0.8506179551257689,-0.4078863643084413,335000.0
3,7,-0.032206894197896,-0.1127386396575468,1,0,0,0,-0.8506179551257689,-0.4078863643084413,379990.0
2,7,-0.0330496434842874,-0.282832021115369,1,0,0,0,-0.8506179551257689,-0.4078863643084413,245000.0
1,7,-0.0333820567171996,-0.7625335800582157,0,0,0,0,-0.8506179551257689,-0.4078863643084413,172900.0
1,7,-0.0312930302772505,-0.7711338072105776,0,0,1,0,-0.8506179551257689,-0.4078863643084413,145000.0
0,10,0.3330787378109849,-1.6072670025790852,0,0,0,0,0.030050128493188,-0.4078863643084413,310000.0
2,7,-0.0336894027227119,0.0248649947802418,1,0,0,0,-0.4437354739846774,-0.4380977210134676,215000.0
2,7,-0.0329060518664639,0.1003558775620842,1,1,0,1,-0.4437354739846774,-0.4380977210134676,261900.0
3,7,-0.0331921452226588,1.136205459024327,1,1,0,0,0.0246943744795631,-0.4380977210134676,718000.0
2,7,-0.0328264906664554,-0.0515814687963074,0,0,0,0,-0.4437354739846774,-0.4380977210134676,169900.0
3,7,-0.0321725629951526,0.5676348861737417,1,0,0,0,-0.4437354739846774,-0.4380977210134676,309900.0
3,7,-0.0318698489773121,1.0244025060436237,1,1,0,0,0.0129630957178544,-0.4380977210134676,340000.0
1,7,-0.0223914398516421,0.0774219384891194,0,0,0,0,-0.4437354739846774,-0.4380977210134676,223000.0
2,7,-0.0320513139060986,-0.2082967191282334,1,0,0,0,-0.4437354739846774,-0.4380977210134676,153000.0
2,7,-0.0329545515020855,-0.5551725476068258,1,0,0,0,0.0119350571091888,-0.4380977210134676,185000.0
2,7,-0.0329545515020855,-0.3946349740960723,1,0,0,0,-0.4437354739846774,-0.4380977210134676,188000.0
4,7,-0.0309369121662535,2.0478295371746773,1,1,0,0,-0.4437354739846774,-0.4380977210134676,632500.0
3,4,-0.0348536664474938,-0.1566953562140627,1,1,0,0,-0.4437354739846774,-0.4380977210134676,162500.0
3,7,-0.0319112643964946,0.81513031200282,1,0,0,1,0.0246943744795631,-0.4380977210134676,362000.0
2,7,-0.0328918834335856,0.4529651908089178,1,0,0,0,-0.4437354739846774,-0.4380977210134676,210000.0
4,7,-0.0238156398257668,1.2451416696209097,1,1,0,0,0.0246943744795631,-0.4380977210134676,510000.0
4,7,-0.0289001999400086,0.8342419278969574,1,0,0,0,0.0129630957178544,-0.4380977210134676,442015.0
2,7,-0.0325711864047843,-0.0353365952862907,1,0,0,0,-0.4437354739846774,-0.4380977210134676,230000.0
2,7,-0.0334910446624168,-0.6975540860181488,0,0,0,1,-0.4437354739846774,-0.4380977210134676,165000.0
2,7,-0.0325654645376604,0.3115392331923016,1,1,0,0,0.0128864588838636,-0.4380977210134676,320000.0
2,7,-0.0326305848349276,0.3210950411393703,1,1,0,0,-0.4437354739846774,-0.4380977210134676,327500.0
2,7,-0.0329545515020855,-0.3478115151554359,1,0,0,0,-0.4437354739846774,-0.4380977210134676,220000.0
3,7,0.0483215738244041,1.2604309623362195,1,1,0,0,0.0246943744795631,-0.4380977210134676,810000.0
5,7,-0.027146038961739,2.5953773325417115,1,1,1,0,0.0246943744795631,-0.4380977210134676,1299000.0
1,7,-0.0327172302513752,-0.7873786807205942,0,0,0,0,0.0113783270796884,-0.4380977210134676,106000.0
3,7,-0.0322033520896765,0.2284037040528043,1,0,0,0,-0.4437354739846774,-0.4380977210134676,238000.0
2,7,-0.0338733198802658,-0.2770985363471278,1,1,0,0,-0.4437354739846774,-0.4380977210134676,209000.0
3,7,-0.032123790889668,0.444364963656556,1,0,0,0,-0.4437354739846774,-0.4380977210134676,434500.0
1,7,-0.0331635358870393,-0.7290882522434754,0,0,0,0,-0.4437354739846774,-0.4380977210134676,177500.0
2,7,-0.0326188686308168,0.4615654179612796,1,1,0,0,-0.4437354739846774,-0.4380977210134676,410000.0
2,7,-0.0327172302513752,0.2522932239204759,1,1,0,1,-0.4437354739846774,-0.4380977210134676,298800.0
