year_built,garage,stories,beds,baths,type,lot_sqft,sqft,sold_price,city,state,tags,total_sqft,building_ratio
2019,2,2,3,3,single_family,3485.0,1768.0,460000.0,Tallahassee,Florida,"['central_air', 'community_outdoor_space', 'dining_room', 'dishwasher', 'hardwood_floors', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'open_floor_plan', 'floor_plan', 'front_porch', 'fenced_courtyard', 'shopping']",5253.0,0.5073170731707317
1998,2,1,3,2,single_family,6098.0,1624.0,312000.0,Tallahassee,Florida,"['central_air', 'central_heat', 'community_outdoor_space', 'dining_room', 'dishwasher', 'family_room', 'fireplace', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'big_yard', 'fenced_yard', 'vaulted_ceiling', 'master_bedroom', 'new_roof']",7722.0,0.2663168251885864
1995,2,1,4,2,single_family,6098.0,1893.0,425000.0,Tallahassee,Florida,"['central_air', 'central_heat', 'community_outdoor_space', 'dining_room', 'dishwasher', 'fireplace', 'hardwood_floors', 'swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'shopping']",7991.0,0.3104296490652673
1991,0,1,2,2,townhomes,1307.0,1174.0,244500.0,Tallahassee,Florida,"['central_air', 'central_heat', 'community_outdoor_space', 'dining_room', 'dishwasher', 'family_room', 'fireplace', 'hardwood_floors', 'washer_dryer', 'single_story', 'updated_kitchen', 'shopping']",2481.0,0.8982402448355011
2006,2,1,3,2,single_family,6970.0,1706.0,299000.0,Tallahassee,Florida,"['central_air', 'central_heat', 'community_outdoor_space', 'dishwasher', 'fireplace', 'hardwood_floors', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'high_ceiling', 'master_bedroom', 'floor_plan', 'ensuite']",8676.0,0.24476327116212337
1960,0,1,4,2,single_family,5227.0,1088.0,59000.0,Tallahassee,Florida,"['single_story', 'investment_opportunity']",6315.0,0.20814999043428353
1958,0,1,3,1,single_family,7841.0,850.0,79000.0,Tallahassee,Florida,"['carport', 'central_air', 'central_heat', 'family_room', 'hardwood_floors', 'single_story', 'big_yard', 'fenced_yard', 'rental_property', 'fixer_upper']",8691.0,0.10840454023721464
2004,2,1,4,4,single_family,27443.0,3281.0,660000.0,Tallahassee,Florida,"['central_air', 'central_heat', 'community_outdoor_space', 'dining_room', 'dishwasher', 'family_room', 'fireplace', 'hardwood_floors', 'swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'open_floor_plan', 'floor_plan', 'new_roof']",30724.0,0.11955689975585759
2007,2,2,5,4,single_family,9148.0,2966.0,570000.0,Tallahassee,Florida,"['central_air', 'central_heat', 'community_clubhouse', 'community_outdoor_space', 'dining_room', 'dishwasher', 'hardwood_floors', 'recreation_facilities', 'washer_dryer', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'high_ceiling', 'floor_plan', 'master_suite', 'tennis_court', 'community_center', 'golf_course', 'tennis']",12114.0,0.32422387407083514
1956,0,0,0,0,land,69696.0,0.0,60000.0,Tallahassee,Florida,"['lake_view', 'view', 'water_view', 'waterfront', 'lake']",69696.0,0.0
1956,0,0,0,0,land,221285.0,0.0,55000.0,Tallahassee,Florida,[],221285.0,0.0
1976,0,2,3,2,single_family,10890.0,1250.0,228000.0,Tallahassee,Florida,"['central_air', 'central_heat', 'community_outdoor_space', 'dining_room', 'dishwasher', 'two_or_more_stories', 'new_roof', 'shopping']",12140.0,0.1147842056932966
2004,0,2,3,3,condos,871.0,1209.0,151000.0,Tallahassee,Florida,"['central_air', 'central_heat', 'community_clubhouse', 'community_outdoor_space', 'dining_room', 'dishwasher', 'recreation_facilities', 'washer_dryer', 'two_or_more_stories', 'community_swimming_pool', 'basketball_court', 'investment_opportunity', 'clubhouse', 'basketball', 'hoa', 'maintenance', 'shopping']",2080.0,1.3880597014925373
1981,2,2,4,3,single_family,35284.0,2440.0,430000.0,Tallahassee,Florida,"['central_air', 'central_heat', 'community_outdoor_space', 'dining_room', 'dishwasher', 'family_room', 'fireplace', 'washer_dryer', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard', 'vaulted_ceiling']",37724.0,0.06915315723840834
1999,0,1,3,2,single_family,12632.0,1137.0,172000.0,Tallahassee,Florida,"['carport', 'central_air', 'central_heat', 'community_outdoor_space', 'dining_room', 'single_story']",13769.0,0.09000949968334389
1971,0,1,4,3,single_family,10019.0,1512.0,185000.0,Tallahassee,Florida,"['dining_room', 'washer_dryer', 'single_story', 'fenced_yard', 'floor_plan', 'fixer_upper']",11531.0,0.1509132647968859
1966,0,1,3,2,single_family,12197.0,1452.0,295000.0,Tallahassee,Florida,"['carport', 'central_air', 'central_heat', 'community_outdoor_space', 'dining_room', 'dishwasher', 'fireplace', 'washer_dryer', 'single_story', 'master_bedroom', 'farm', 'ranch', 'groundscare']",13649.0,0.11904566696728704
1994,2,1,3,2,single_family,11326.0,1553.0,282000.0,Tallahassee,Florida,"['central_air', 'central_heat', 'community_outdoor_space', 'dining_room', 'dishwasher', 'hardwood_floors', 'washer_dryer', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'vaulted_ceiling', 'screen_porch', 'shopping']",12879.0,0.13711813526399436
2005,2,1,3,3,single_family,8276.0,2045.0,472500.0,Tallahassee,Florida,"['central_air', 'central_heat', 'community_outdoor_space', 'dishwasher', 'family_room', 'fireplace', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'corner_lot', 'new_roof', 'golf_course', 'shopping']",10321.0,0.2471000483325278
1967,0,0,1,1,condos,871.0,710.0,68000.0,Tallahassee,Florida,"['central_air', 'central_heat', 'community_security_features', 'recreation_facilities', 'shopping']",1581.0,0.8151549942594719
2020,3,1,4,3,single_family,23087.0,2670.0,810000.0,Tallahassee,Florida,"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'fireplace', 'hardwood_floors', 'washer_dryer', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'coffer_ceiling', 'floor_plan', 'big_lot', 'gated_community', 'security']",25757.0,0.11564949971845627
1988,0,2,2,2,townhomes,7841.0,960.0,194900.0,Tallahassee,Florida,"['central_air', 'central_heat', 'community_outdoor_space', 'dishwasher', 'recreation_facilities', 'washer_dryer', 'two_or_more_stories', 'big_yard', 'shopping']",8801.0,0.12243336309144241
1977,0,1,4,2,single_family,40946.0,1865.0,278000.0,Tallahassee,Florida,"['central_air', 'central_heat', 'community_outdoor_space', 'dining_room', 'dishwasher', 'fireplace', 'washer_dryer', 'single_story', 'floor_plan', 'outbuilding', 'big_lot', 'new_roof']",42811.0,0.04554779465637669
1970,0,1,3,2,single_family,22651.0,2590.0,236000.0,Tallahassee,Florida,"['carport', 'central_air', 'central_heat', 'fireplace', 'single_story', 'corner_lot', 'rental_property', 'big_lot', 'park', 'golf_course']",25241.0,0.11434373758332965
2002,2,1,4,2,single_family,10890.0,2123.0,415000.0,Tallahassee,Florida,"['central_air', 'central_heat', 'community_outdoor_space', 'dining_room', 'dishwasher', 'fireplace', 'washer_dryer', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'modern_kitchen', 'large_kitchen', 'big_yard', 'private_backyard', 'master_bedroom', 'open_floor_plan', 'floor_plan', 'front_porch', 'solar_system', 'solar_panels']",13013.0,0.19494949494949496
2019,0,2,3,2,mobile,44867.0,1155.0,112000.0,Tallahassee,Florida,"['central_air', 'central_heat', 'community_outdoor_space', 'dining_room', 'dishwasher', 'energy_efficient', 'two_or_more_stories', 'master_bathroom', 'master_suite', 'front_porch', 'big_lot', 'ensuite', 'shopping']",46022.0,0.02574275079679943
2016,2,1,4,3,single_family,28750.0,2142.0,559900.0,Tallahassee,Florida,"['central_air', 'central_heat', 'dishwasher', 'fireplace', 'hardwood_floors', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'master_bathroom', 'floor_plan']",30892.0,0.07450434782608696
1991,2,1,3,2,single_family,6970.0,1248.0,234900.0,Tallahassee,Florida,"['central_air', 'central_heat', 'community_outdoor_space', 'dishwasher', 'fireplace', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'big_yard', 'fenced_yard']",8218.0,0.17905308464849354
1992,0,2,3,2,mobile,32670.0,1012.0,50000.0,Tallahassee,Florida,"['central_air', 'central_heat', 'dishwasher', 'two_or_more_stories', 'rental_property', 'investment_opportunity']",33682.0,0.030976430976430977
1970,0,2,8,8,multi_family,0.0,4290.0,425000.0,Tallahassee,Florida,"['central_air', 'central_heat', 'dining_room', 'dishwasher', 'two_or_more_stories', 'rental_property']",4290.0,0.3272722368594926
2018,2,1,3,4,single_family,23087.0,2518.0,875000.0,Tallahassee,Florida,"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'dining_room', 'dishwasher', 'fireplace', 'hardwood_floors', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'modern_kitchen', 'kitchen_island', 'large_kitchen', 'high_ceiling', 'open_floor_plan', 'floor_plan', 'solar_system', 'big_lot', 'gated_community', 'solar_panels', 'security']",25605.0,0.1090657079741846
1949,1,0,2,1,single_family,6098.0,995.0,132500.0,Lansing,Michigan,"['community_outdoor_space', 'dining_room', 'dishwasher', 'forced_air', 'laundry_room', 'washer_dryer', 'garage_1_or_more', 'big_bathroom']",7093.0,0.16316825188586423
1924,0,2,2,2,single_family,8276.0,984.0,108000.0,Lansing,Michigan,"['city_view', 'community_outdoor_space', 'forced_air', 'washer_dryer', 'basement', 'two_or_more_stories', 'modern_kitchen', 'large_kitchen', 'front_porch']",9260.0,0.11889801836636056
1979,0,1,3,1,single_family,13939.0,1028.0,140000.0,Lansing,Michigan,"['central_air', 'city_view', 'dishwasher', 'forced_air', 'basement', 'single_story']",14967.0,0.07374991032355262
1984,0,1,4,2,single_family,9540.0,0.0,163000.0,Lansing,Michigan,"['central_air', 'forced_air', 'basement', 'single_story', 'garage_1_or_more', 'investment_opportunity']",9540.0,0.0
1910,0,2,3,1,single_family,2178.0,1000.0,26000.0,Lansing,Michigan,"['community_outdoor_space', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'front_porch', 'investment_opportunity']",3178.0,0.4591368227731864
1973,0,1,3,2,single_family,45738.0,1954.0,300000.0,Lansing,Michigan,"['central_air', 'community_outdoor_space', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'single_story', 'vaulted_ceiling', 'farm', 'ranch']",47692.0,0.04272158817613363
1944,0,1,2,1,single_family,7841.0,832.0,110000.0,Lansing,Michigan,"['central_air', 'community_outdoor_space', 'dishwasher', 'recreation_facilities', 'washer_dryer', 'basement', 'single_story', 'garage_1_or_more']",8673.0,0.1061089146792501
1949,0,2,3,3,single_family,7492.0,1015.0,175100.0,Lansing,Michigan,"['central_air', 'city_view', 'dishwasher', 'hardwood_floors', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'fenced_yard', 'master_bedroom']",8507.0,0.13547784303256807
1991,0,0,2,1,mobile,0.0,0.0,9900.0,Lansing,Michigan,['rental_property'],0.0,0.3272722368594926
1957,0,1,3,2,single_family,12197.0,960.0,204000.0,Lansing,Michigan,"['central_air', 'community_outdoor_space', 'dishwasher', 'fireplace', 'forced_air', 'washer_dryer', 'basement', 'single_story', 'garage_1_or_more', 'fenced_yard', 'farm', 'ranch', 'shopping']",13157.0,0.07870787898663606
1994,0,2,4,3,single_family,19166.0,2630.0,310000.0,Lansing,Michigan,"['central_air', 'community_outdoor_space', 'dishwasher', 'fireplace', 'forced_air', 'recreation_facilities', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'big_yard']",21796.0,0.1372221642491913
1977,0,2,4,3,single_family,18731.0,3204.0,315000.0,Lansing,Michigan,"['central_air', 'community_outdoor_space', 'community_tennis_court', 'dishwasher', 'fireplace', 'forced_air', 'hardwood_floors', 'recreation_facilities', 'river_view', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'floor_plan', 'efficient', 'farm', 'ranch', 'new_roof', 'park', 'shopping']",21935.0,0.17105333404516576
2003,0,1,3,1,single_family,39640.0,1008.0,162450.0,Lansing,Michigan,"['community_outdoor_space', 'dishwasher', 'forced_air', 'basement', 'single_story', 'garage_1_or_more', 'fenced_yard', 'big_lot']",40648.0,0.02542885973763875
1942,0,1,5,3,single_family,15246.0,0.0,159900.0,Lansing,Michigan,"['forced_air', 'single_story', 'rental_property']",15246.0,0.0
1922,0,2,3,2,single_family,4792.0,1354.0,130000.0,Lansing,Michigan,"['central_air', 'city_view', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'forced_air', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'modern_kitchen', 'large_kitchen', 'fenced_yard']",6146.0,0.2825542570951586
1979,0,2,3,2,single_family,8276.0,1921.0,197000.0,Lansing,Michigan,"['central_air', 'city_view', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'fireplace', 'forced_air', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'modern_kitchen', 'large_kitchen', 'fenced_yard']",10197.0,0.2321169647172547
1949,0,1,2,1,single_family,4879.0,624.0,89900.0,Lansing,Michigan,"['community_outdoor_space', 'washer_dryer', 'single_story', 'garage_1_or_more']",5503.0,0.12789506046320967
1981,0,2,3,2,single_family,4792.0,1644.0,148800.0,Lansing,Michigan,"['carport', 'dishwasher', 'washer_dryer', 'basement', 'two_or_more_stories', 'fenced_yard', 'greenhouse']",6436.0,0.34307178631051755
1925,0,1,2,1,single_family,6534.0,774.0,75000.0,Lansing,Michigan,"['dishwasher', 'washer_dryer', 'basement', 'single_story', 'fenced_yard', 'community_center']",7308.0,0.1184573002754821
1940,0,1,2,1,single_family,4792.0,812.0,62500.0,Lansing,Michigan,"['forced_air', 'basement', 'single_story', 'shopping']",5604.0,0.169449081803005
1972,0,2,4,2,single_family,4617.0,1442.0,69000.0,Lansing,Michigan,"['central_air', 'forced_air', 'basement', 'two_or_more_stories', 'fixer_upper']",6059.0,0.3123240199263591
1924,0,1,1,1,single_family,5053.0,660.0,79900.0,Lansing,Michigan,"['city_view', 'community_outdoor_space', 'forced_air', 'single_story']",5713.0,0.1306154759548783
1954,0,1,3,2,single_family,13504.0,1465.0,125000.0,Lansing,Michigan,"['central_air', 'community_outdoor_space', 'dishwasher', 'forced_air', 'hardwood_floors', 'washer_dryer', 'swimming_pool', 'single_story', 'garage_1_or_more', 'fenced_yard', 'vaulted_ceiling', 'farm', 'ranch', 'shopping', 'fixer_upper']",14969.0,0.10848637440758294
1953,0,1,2,1,single_family,30492.0,1884.0,106900.0,Lansing,Michigan,"['community_outdoor_space', 'single_story', 'garage_1_or_more', 'fenced_yard', 'farm', 'ranch', 'fixer_upper']",32376.0,0.06178669815033452
2004,0,1,5,3,single_family,17424.0,2414.0,330000.0,Lansing,Michigan,"['central_air', 'city_view', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'forced_air', 'washer_dryer', 'basement', 'single_story', 'garage_1_or_more', 'big_yard']",19838.0,0.138544536271809
1998,0,2,5,5,single_family,17860.0,4948.0,480000.0,Lansing,Michigan,"['central_air', 'community_outdoor_space', 'dishwasher', 'forced_air', 'hardwood_floors', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'granite_kitchen', 'updated_kitchen', 'ensuite', 'trails', 'groundscare']",22808.0,0.277043673012318
1967,0,1,3,2,single_family,8538.0,2375.0,185000.0,Lansing,Michigan,"['central_air', 'dishwasher', 'washer_dryer', 'basement', 'single_story']",10913.0,0.27816818927149217
1942,0,1,2,1,single_family,4922.0,1076.0,135000.0,Lansing,Michigan,"['dishwasher', 'forced_air', 'basement', 'single_story', 'garage_1_or_more', 'fenced_yard', 'new_roof', 'trails']",5998.0,0.21861032100772043
1923,0,2,3,2,single_family,4617.0,1815.0,138000.0,Lansing,Michigan,"['central_air', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'two_or_more_stories', 'big_lot', 'baseball']",6432.0,0.3931124106562703
1956,0,1,3,1,single_family,9148.0,1362.0,75000.0,Lansing,Michigan,"['central_air', 'community_outdoor_space', 'dishwasher', 'forced_air', 'basement', 'single_story', 'garage_1_or_more']",10510.0,0.1488850021862702
1947,0,2,3,2,single_family,10454.0,1203.0,100000.0,Lansing,Michigan,"['dishwasher', 'forced_air', 'washer_dryer', 'two_or_more_stories', 'garage_1_or_more', 'rental_property']",11657.0,0.11507556916013009
2021,0,0,2,2,mobile,0.0,0.0,89900.0,Lansing,Michigan,[],0.0,0.3272722368594926
1952,0,2,3,1,single_family,7405.0,1333.0,145000.0,Lansing,Michigan,"['central_air', 'city_view', 'forced_air', 'hardwood_floors', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'fenced_yard']",8738.0,0.1800135043889264
1952,0,1,3,2,single_family,12632.0,2250.0,245000.0,Lansing,Michigan,"['central_air', 'dishwasher', 'forced_air', 'washer_dryer', 'basement', 'single_story', 'garage_1_or_more', 'master_bedroom', 'corner_lot', 'big_lot']",14882.0,0.17811906269791006
1995,0,0,3,2,mobile,0.0,0.0,49900.0,Lansing,Michigan,"['master_bedroom', 'rental_property']",0.0,0.3272722368594926
1960,0,2,3,2,single_family,9017.0,1826.0,225000.0,Lansing,Michigan,"['dishwasher', 'forced_air', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'cathedral_ceiling', 'new_roof']",10843.0,0.2025063768437396
1969,0,2,4,3,single_family,13504.0,2046.0,237050.0,Lansing,Michigan,"['central_air', 'community_outdoor_space', 'dishwasher', 'fireplace', 'forced_air', 'washer_dryer', 'basement', 'two_or_more_stories']",15550.0,0.151510663507109
1961,0,1,3,1,single_family,11761.0,1312.0,155000.0,Lansing,Michigan,"['central_air', 'city_view', 'community_outdoor_space', 'dishwasher', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'single_story', 'garage_1_or_more', 'fenced_yard', 'farm', 'ranch']",13073.0,0.11155513986905875
1977,0,2,3,3,single_family,7405.0,1467.0,167000.0,Lansing,Michigan,"['central_air', 'city_view', 'community_outdoor_space', 'community_security_features', 'fireplace', 'forced_air', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more']",8872.0,0.19810938555030386
1920,0,2,3,2,single_family,4792.0,1298.0,169400.0,Lansing,Michigan,"['central_air', 'city_view', 'dishwasher', 'hardwood_floors', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'front_porch']",6090.0,0.2708681135225376
1972,0,1,2,2,single_family,0.0,1100.0,95000.0,Lansing,Michigan,"['central_air', 'basement', 'single_story', 'shopping']",1100.0,0.3272722368594926
1929,0,2,2,1,single_family,4966.0,882.0,110000.0,Lansing,Michigan,"['city_view', 'community_outdoor_space', 'fireplace', 'forced_air', 'hardwood_floors', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'fenced_yard', 'new_roof', 'medicalcare', 'shopping']",5848.0,0.17760773258155457
1954,0,1,3,2,single_family,7841.0,1280.0,161000.0,Little Rock,Arkansas,"['hardwood_floors', 'recreation_facilities', 'single_story', 'groundscare']",9121.0,0.16324448412192322
2019,2,1,4,2,single_family,16988.0,2080.0,359500.0,Little Rock,Arkansas,"['community_outdoor_space', 'community_security_features', 'cul_de_sac', 'fireplace', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'modern_kitchen', 'open_kitchen', 'big_yard', 'big_lot', 'pond', 'shopping']",19068.0,0.12243936896632918
1998,0,1,3,2,single_family,10890.0,1830.0,205000.0,Little Rock,Arkansas,"['fireplace', 'single_story', 'garage_1_or_more', 'swimming_pool', 'floor_plan']",12720.0,0.16804407713498623
1957,0,1,3,2,single_family,11761.0,1446.0,162000.0,Little Rock,Arkansas,"['carport', 'hardwood_floors', 'single_story', 'granite_kitchen']",13207.0,0.12294872884958762
2018,3,3,4,5,single_family,139828.0,3928.0,1170000.0,Little Rock,Arkansas,"['community_outdoor_space', 'community_security_features', 'energy_efficient', 'fireplace', 'hardwood_floors', 'lake_view', 'spa_or_hot_tub', 'view', 'water_view', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'big_lot', 'efficient', 'pond']",143756.0,0.028091655462425265
1979,2,2,3,3,single_family,10019.0,1633.0,225000.0,Little Rock,Arkansas,"['community_outdoor_space', 'community_park', 'cul_de_sac', 'fireplace', 'hardwood_floors', 'recreation_facilities', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'big_yard', 'groundscare', 'shopping']",11652.0,0.1629903183950494
1955,0,1,2,1,single_family,6970.0,754.0,115000.0,Little Rock,Arkansas,"['carport', 'hardwood_floors', 'single_story', 'modern_kitchen', 'rental_property', 'investment_opportunity']",7724.0,0.10817790530846486
1940,3,1,4,2,single_family,11761.0,2184.0,63000.0,Little Rock,Arkansas,"['recreation_facilities', 'single_story', 'new_roof']",13945.0,0.18569849502593316
1954,0,1,3,1,single_family,8712.0,1119.0,135000.0,Little Rock,Arkansas,"['carport', 'single_story', 'updated_kitchen', 'private_backyard']",9831.0,0.1284435261707989
2007,2,1,3,2,single_family,9583.0,1386.0,150000.0,Mabelvale,Arkansas,"['community_outdoor_space', 'corner_lot', 'fireplace', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard', 'rental_property', 'big_lot']",10969.0,0.1446311176040906
1939,0,2,4,2,single_family,7841.0,2300.0,530000.0,Little Rock,Arkansas,"['corner_lot', 'fireplace', 'hardwood_floors', 'two_or_more_stories', 'garage_1_or_more']",10141.0,0.2933299324065808
1956,0,0,0,0,land,5663.0,0.0,76000.0,Little Rock,Arkansas,['garage_1_or_more'],5663.0,0.0
1966,0,1,3,2,single_family,11326.0,1750.0,159900.0,Little Rock,Arkansas,"['carport', 'community_outdoor_space', 'den_or_office', 'hardwood_floors', 'laundry_room', 'single_story', 'beautiful_backyard', 'library', 'community_center']",13076.0,0.15451174289245984
2016,0,2,4,4,single_family,6970.0,3724.0,980000.0,Little Rock,Arkansas,"['carport', 'community_outdoor_space', 'community_security_features', 'fireplace', 'hardwood_floors', 'two_or_more_stories', 'gourmet_kitchen', 'shopping']",10694.0,0.5342898134863702
1981,2,2,3,2,single_family,11326.0,1546.0,259900.0,Little Rock,Arkansas,"['community_outdoor_space', 'fireplace', 'hardwood_floors', 'swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'updated_kitchen', 'fenced_yard']",12872.0,0.13650008829242452
1927,0,3,4,3,single_family,5227.0,4596.0,570000.0,Little Rock,Arkansas,"['community_golf', 'community_park', 'community_tennis_court', 'fireplace', 'hardwood_floors', 'recreation_facilities', 'tennis_court', 'two_or_more_stories', 'groundscare']",9823.0,0.8792806581212933
1982,2,2,4,3,single_family,17860.0,2851.0,417000.0,Little Rock,Arkansas,"['community_clubhouse', 'community_outdoor_space', 'community_park', 'community_tennis_court', 'fireplace', 'hardwood_floors', 'recreation_facilities', 'tennis_court', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'community_swimming_pool', 'playground', 'tennis', 'trails', 'lake']",20711.0,0.15963045912653975
2000,2,2,4,3,single_family,8712.0,2340.0,396500.0,Little Rock,Arkansas,"['community_outdoor_space', 'community_park', 'community_security_features', 'fireplace', 'hardwood_floors', 'recreation_facilities', 'spa_or_hot_tub', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard', 'vaulted_ceiling', 'library', 'efficient', 'playground', 'shopping']",11052.0,0.26859504132231404
1977,2,2,4,3,single_family,0.0,2124.0,150000.0,Little Rock,Arkansas,"['community_outdoor_space', 'community_park', 'community_tennis_court', 'fireplace', 'hardwood_floors', 'recreation_facilities', 'tennis_court', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'community_swimming_pool', 'private_backyard', 'clubhouse', 'playground', 'golf_course', 'tennis', 'volleyball', 'trails']",2124.0,0.3272722368594926
1969,2,2,4,2,single_family,9148.0,2054.0,9000.0,Little Rock,Arkansas,"['two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'shopping']",11202.0,0.2245299519020551
1970,2,2,3,2,single_family,16117.0,1497.0,255000.0,Little Rock,Arkansas,"['community_outdoor_space', 'fireplace', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'shopping']",17614.0,0.09288329093503754
1950,0,1,2,1,single_family,6970.0,840.0,63500.0,Little Rock,Arkansas,"['carport', 'single_story']",7810.0,0.12051649928263988
1956,0,0,0,0,land,534481.0,0.0,453990.0,Little Rock,Arkansas,"['city_view', 'river_view', 'view', 'water_view', 'garage_1_or_more']",534481.0,0.0
2006,2,1,3,2,single_family,9148.0,3084.0,455000.0,Little Rock,Arkansas,"['community_outdoor_space', 'community_security_features', 'fireplace', 'hardwood_floors', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'modern_kitchen', 'open_kitchen', 'vaulted_ceiling', 'smart_homes', 'new_roof']",12232.0,0.33712286838653255
2003,0,1,3,2,single_family,8276.0,1678.0,222000.0,Little Rock,Arkansas,"['community_outdoor_space', 'community_security_features', 'fireplace', 'recreation_facilities', 'spa_or_hot_tub', 'single_story', 'garage_1_or_more', 'big_yard', 'fenced_yard', 'master_bedroom']",9954.0,0.2027549540840986
1922,0,1,3,2,single_family,6098.0,1651.0,379000.0,Little Rock,Arkansas,"['carport', 'community_outdoor_space', 'corner_lot', 'hardwood_floors', 'single_story', 'updated_kitchen', 'front_porch', 'shopping']",7749.0,0.27074450639553954
1976,2,2,3,3,single_family,0.0,2660.0,190000.0,Little Rock,Arkansas,"['community_clubhouse', 'community_outdoor_space', 'community_park', 'community_tennis_court', 'fireplace', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'tennis_court', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",2660.0,0.3272722368594926
1970,0,1,2,1,single_family,6534.0,864.0,48500.0,Little Rock,Arkansas,"['carport', 'community_outdoor_space', 'single_story', 'fenced_yard']",7398.0,0.1322314049586777
1961,1,2,3,2,single_family,9583.0,1681.0,175000.0,Little Rock,Arkansas,"['community_outdoor_space', 'hardwood_floors', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'open_floor_plan', 'floor_plan', 'investment_opportunity']",11264.0,0.17541479703641866
1956,0,0,0,0,land,23522.0,0.0,107500.0,Little Rock,Arkansas,"['community_park', 'recreation_facilities', 'swimming_pool', 'garage_1_or_more', 'corner_lot', 'big_lot']",23522.0,0.0
1969,0,1,3,2,single_family,10454.0,1108.0,103000.0,Little Rock,Arkansas,"['carport', 'single_story', 'new_roof']",11562.0,0.10598813851157451
1992,2,1,3,2,single_family,8712.0,1600.0,236500.0,Little Rock,Arkansas,"['community_outdoor_space', 'fireplace', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'vaulted_ceiling', 'floor_plan', 'master_suite', 'ensuite']",10312.0,0.18365472910927455
1969,0,1,4,2,single_family,8712.0,1700.0,225000.0,Little Rock,Arkansas,"['community_outdoor_space', 'fireplace', 'hardwood_floors', 'single_story', 'modern_kitchen', 'large_kitchen', 'big_yard']",10412.0,0.19513314967860423
1981,0,2,2,2,townhomes,0.0,1054.0,100000.0,Little Rock,Arkansas,"['community_outdoor_space', 'corner_lot', 'fireplace', 'hardwood_floors', 'two_or_more_stories', 'guest_parking', 'rental_property', 'shopping']",1054.0,0.3272722368594926
1930,0,2,0,0,multi_family,8276.0,4344.0,325000.0,Little Rock,Arkansas,"['hardwood_floors', 'two_or_more_stories', 'rental_property']",12620.0,0.5248912518124698
