year_built,garage,stories,beds,baths,type,lot_sqft,sqft,sold_price,total_sqft,building_ratio,garage_1_or_more,central_air,community_outdoor_space,dishwasher,basement,fireplace,forced_air,single_story,two_or_more_stories,garage_2_or_more,hardwood_floors,laundry_room,washer_dryer,shopping,recreation_facilities,dining_room,community_security_features,view,central_heat,family_room,city_view,fenced_yard,big_lot,floor_plan,new_roof,rental_property,updated_kitchen,community_swimming_pool,farm,ensuite,corner_lot,ranch,big_yard,modern_kitchen,energy_efficient,open_floor_plan,encoded_city,encoded_state
1977,0,1,4,2,7,40946.0,1865.0,278000.0,42811.0,0.04554779465637669,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,304933.77,304933.77
1970,0,1,3,2,7,22651.0,2590.0,236000.0,25241.0,0.11434373758332965,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,304933.77,304933.77
2002,2,1,4,2,7,10890.0,2123.0,415000.0,13013.0,0.19494949494949496,1,1,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,304933.77,304933.77
2019,0,2,3,2,1,44867.0,1155.0,112000.0,46022.0,0.02574275079679943,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,304933.77,304933.77
2016,2,1,4,3,7,28750.0,2142.0,559900.0,30892.0,0.07450434782608696,1,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,304933.77,304933.77
1991,2,1,3,2,7,6970.0,1248.0,234900.0,8218.0,0.17905308464849354,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,304933.77,304933.77
1992,0,2,3,2,1,32670.0,1012.0,50000.0,33682.0,0.030976430976430977,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,304933.77,304933.77
1970,0,2,8,8,9,0.0,4290.0,425000.0,4290.0,0.3272722368594926,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,304933.77,304933.77
2018,2,1,3,4,7,23087.0,2518.0,875000.0,25605.0,0.1090657079741846,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,304933.77,304933.77
1984,3,2,2,3,6,1742.0,1083.0,200000.0,2825.0,0.621699196326062,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,304933.77,304933.77
2005,2,1,2,2,4,1002.0,1003.0,388000.0,2005.0,1.0009980039920159,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,520380.78,541690.65
1960,1,2,2,1,4,1133.0,1132.0,232000.0,2265.0,0.999117387466902,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,520380.78,541690.65
1990,0,2,2,3,7,2047.0,1152.0,395000.0,3199.0,0.5627747923790913,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,520380.78,541690.65
1983,0,1,1,1,4,701.0,700.0,136000.0,1401.0,0.9985734664764622,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,405976.19,541690.65
1983,0,1,1,1,4,1133.0,1111.0,287000.0,2244.0,0.9805825242718447,0,1,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,405976.19,541690.65
2006,2,2,3,3,7,5663.0,2400.0,330000.0,8063.0,0.4238036376478898,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,520380.78,541690.65
1956,0,0,0,0,10,64992.0,0.0,270000.0,64992.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,520380.78,541690.65
1966,0,1,2,1,4,4356.0,792.0,154000.0,5148.0,0.18181818181818182,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,520380.78,541690.65
2005,0,1,2,2,4,1045.0,1059.0,350000.0,2104.0,1.0133971291866029,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,520380.78,541690.65
2002,1,2,3,3,6,2178.0,1507.0,225900.0,3685.0,0.6919191919191919,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,520380.78,541690.65
1945,0,1,4,2,7,5314.0,1373.0,188000.0,6687.0,0.25837410613473843,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,520380.78,541690.65
1956,0,1,4,2,7,13068.0,2046.0,642500.0,15114.0,0.15656565656565657,0,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520380.78,541690.65
1937,0,1,3,2,7,10193.0,1448.0,325000.0,11641.0,0.14205827528696163,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,404257.77,541690.65
2018,2,3,6,5,7,9583.0,5526.0,620000.0,15109.0,0.5766461442137117,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,520380.78,541690.65
1940,0,1,1,1,4,601.0,581.0,247400.0,1182.0,0.9667221297836939,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,520380.78,541690.65
1950,0,1,3,1,7,12023.0,920.0,135000.0,12943.0,0.07652000332695667,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520380.78,541690.65
2014,2,3,3,4,6,1002.0,2140.0,585000.0,3142.0,2.1357285429141717,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,405976.19,541690.65
1983,2,3,2,3,4,1363.0,1364.0,230000.0,2727.0,1.0007336757153338,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,520380.78,541690.65
1965,1,1,1,1,4,784.0,786.0,220000.0,1570.0,1.0025510204081634,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,520380.78,541690.65
1926,2,3,4,5,7,74052.0,4569.0,1915000.0,78621.0,0.061699886566196724,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,520380.78,541690.65
2005,0,2,3,3,6,1307.0,1529.0,200000.0,2836.0,1.1698546289211935,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520380.78,541690.65
1979,2,1,5,5,7,19689.0,5465.0,1375000.0,25154.0,0.2775661536898776,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405976.19,541690.65
2019,2,3,3,4,6,1307.0,0.0,710000.0,1307.0,0.0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405976.19,541690.65
2005,0,1,3,2,7,7231.0,1300.0,200000.0,8531.0,0.17978149633522333,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,520380.78,541690.65
2010,3,1,1,2,4,0.0,1315.0,670000.0,1315.0,0.3272722368594926,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,520380.78,541690.65
2021,2,2,4,5,7,13068.0,5702.0,1410000.0,18770.0,0.43633302724211814,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,520380.78,541690.65
2019,2,3,3,4,6,1307.0,2740.0,710000.0,4047.0,2.0964039785768938,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,405976.19,541690.65
2017,3,2,2,3,4,2570.0,2569.0,2600000.0,5139.0,0.9996108949416342,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,520380.78,541690.65
1999,2,3,4,4,6,1124.0,2172.0,530000.0,3296.0,1.9323843416370108,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,520380.78,541690.65
1920,0,1,0,0,9,11252.0,0.0,410000.0,11252.0,0.0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,520380.78,541690.65
1963,0,3,2,2,4,932.0,1256.0,210000.0,2188.0,1.3476394849785407,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,520380.78,541690.65
1980,0,2,5,3,7,17424.0,0.0,565000.0,17424.0,0.0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520380.78,541690.65
2010,2,1,3,3,4,1699.0,1700.0,705000.0,3399.0,1.0005885815185402,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,520380.78,541690.65
2003,0,2,3,3,6,2178.0,1364.0,240000.0,3542.0,0.6262626262626263,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,520380.78,541690.65
1920,0,1,2,1,7,4356.0,1086.0,420000.0,5442.0,0.2493112947658402,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,520380.78,541690.65
2009,0,3,3,3,4,2526.0,2574.0,1400000.0,5100.0,1.0190023752969122,1,1,0,1,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,520380.78,541690.65
2008,2,1,2,2,4,8930.0,1363.0,390000.0,10293.0,0.15263157894736842,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,520380.78,541690.65
1987,0,1,3,3,4,3206.0,3206.0,1180000.0,6412.0,1.0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,520380.78,541690.65
2016,0,2,3,3,7,0.0,1694.0,340000.0,1694.0,0.3272722368594926,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,520380.78,541690.65
2003,1,2,3,3,6,1307.0,1600.0,250000.0,2907.0,1.224177505738332,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,520380.78,541690.65
1950,0,1,3,1,7,9757.0,936.0,89500.0,10693.0,0.0959311263708107,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520380.78,541690.65
1981,0,2,3,3,6,1917.0,1900.0,525000.0,3817.0,0.99113197704747,0,1,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,520380.78,541690.65
1985,0,2,3,2,6,3180.0,1575.0,225000.0,4755.0,0.49528301886792453,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,520380.78,541690.65
1950,0,2,4,2,7,8834.0,1849.0,467500.0,10683.0,0.20930495811636857,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,520380.78,541690.65
1961,0,1,2,1,4,1002.0,840.0,305000.0,1842.0,0.8383233532934131,0,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,520380.78,541690.65
2018,0,2,4,3,6,1080.0,1368.0,226000.0,2448.0,1.2666666666666666,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520380.78,541690.65
1964,2,2,5,5,7,25265.0,3791.0,988750.0,29056.0,0.15004947555907383,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,520380.78,541690.65
1929,0,1,2,1,7,0.0,592.0,880000.0,592.0,0.3272722368594926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406484.03,406484.03
1966,0,1,3,1,7,0.0,799.0,1048000.0,799.0,0.3272722368594926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406484.03,406484.03
1961,0,1,3,2,7,0.0,2944.0,1100000.0,2944.0,0.3272722368594926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406484.03,406484.03
2019,2,0,4,3,6,5532.0,1323.0,304000.0,6855.0,0.23915401301518438,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,218356.4,327331.75
1958,2,0,3,2,7,9235.0,1002.0,220000.0,10237.0,0.10850027070925826,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,218356.4,327331.75
1917,0,0,2,1,7,7144.0,840.0,25000.0,7984.0,0.11758118701007839,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218356.4,327331.75
1928,0,0,1,1,7,8233.0,910.0,165000.0,9143.0,0.11053079072027208,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218356.4,327331.75
1950,3,0,3,1,7,47960.0,1356.0,253000.0,49316.0,0.028273561301084237,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,218356.4,327331.75
2004,3,2,4,3,7,20343.0,1718.0,315000.0,22061.0,0.08445165413164234,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,218356.4,327331.75
1942,1,2,2,1,7,6665.0,1130.0,97000.0,7795.0,0.1695423855963991,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218356.4,327331.75
1907,0,2,3,1,7,5968.0,1439.0,136000.0,7407.0,0.24111930294906167,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,218356.4,327331.75
1917,2,0,2,1,7,6447.0,804.0,153000.0,7251.0,0.12470916705444393,1,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,218356.4,327331.75
1953,2,0,3,3,7,26484.0,1558.0,354900.0,28042.0,0.05882797160549766,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,218356.4,327331.75
1930,1,0,1,1,4,0.0,925.0,165000.0,925.0,0.3272722368594926,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,218356.4,327331.75
1985,2,2,2,2,4,0.0,1206.0,274000.0,1206.0,0.3272722368594926,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218356.4,327331.75
1952,2,0,3,2,7,11718.0,1222.0,214000.0,12940.0,0.10428400750981397,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218356.4,327331.75
1954,0,0,2,1,7,9017.0,720.0,109000.0,9737.0,0.07984917378285461,0,0,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,218356.4,327331.75
2004,1,2,2,2,6,0.0,1308.0,155000.0,1308.0,0.3272722368594926,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218356.4,327331.75
1959,2,0,3,2,7,14702.0,1083.0,259500.0,15785.0,0.0736634471500476,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,218356.4,327331.75
1960,2,0,3,1,7,8146.0,1005.0,185000.0,9151.0,0.12337343481463295,1,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,218356.4,327331.75
1941,0,2,3,2,7,8407.0,1377.0,272000.0,9784.0,0.16379207803021292,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218356.4,327331.75
1948,1,0,2,2,7,8581.0,864.0,185000.0,9445.0,0.10068756555180049,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,218356.4,327331.75
1941,1,2,4,2,7,7013.0,1490.0,230000.0,8503.0,0.21246256951376016,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218356.4,327331.75
1949,1,0,2,1,7,6229.0,672.0,159900.0,6901.0,0.10788248515010435,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,218356.4,327331.75
1952,1,0,2,1,7,8015.0,720.0,69500.0,8735.0,0.08983156581409857,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,218356.4,327331.75
1964,2,2,3,3,7,10106.0,1421.0,399900.0,11527.0,0.14060953888778943,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,218356.4,327331.75
1922,1,0,2,2,7,6621.0,1078.0,172000.0,7699.0,0.16281528470019635,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218356.4,327331.75
1970,1,0,2,2,4,0.0,1038.0,155000.0,1038.0,0.3272722368594926,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,218356.4,327331.75
1901,0,2,4,3,7,12197.0,3857.0,355000.0,16054.0,0.31622530130359927,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,218356.4,327331.75
2008,2,2,3,3,7,9845.0,1761.0,332500.0,11606.0,0.17887252412392077,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,218356.4,327331.75
1978,2,0,0,2,9,12589.0,1440.0,235000.0,14029.0,0.11438557470807847,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,218356.4,327331.75
1941,0,0,2,1,7,13852.0,857.0,160000.0,14709.0,0.061868322263933004,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,218356.4,327331.75
1953,1,0,2,2,7,7405.0,978.0,212000.0,8383.0,0.13207292370020257,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,218356.4,327331.75
1960,2,0,3,3,7,11021.0,1911.0,197000.0,12932.0,0.1733962435350694,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,218356.4,327331.75
1978,0,2,3,2,7,15028.0,799.0,234000.0,15827.0,0.053167420814479636,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,218356.4,327331.75
1975,2,2,3,2,7,14375.0,1034.0,240000.0,15409.0,0.0719304347826087,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,218356.4,327331.75
1951,0,0,4,2,7,8843.0,1081.0,114000.0,9924.0,0.12224358249462852,0,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,218356.4,327331.75
2000,2,2,3,3,7,6142.0,1463.0,280000.0,7605.0,0.23819602735265386,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,218356.4,327331.75
1956,0,0,0,0,10,304049.0,0.0,2016000.0,304049.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,408656.04,327331.75
1950,2,0,3,2,7,7013.0,768.0,232000.0,7781.0,0.10951090831313276,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218356.4,327331.75
1911,0,0,2,1,7,6882.0,938.0,335000.0,7820.0,0.13629758791049112,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,218356.4,327331.75
2022,3,0,4,3,7,9714.0,1564.0,379990.0,11278.0,0.1610047354333951,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218356.4,327331.75
1940,2,2,3,2,7,6621.0,1386.0,245000.0,8007.0,0.20933393747168103,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,218356.4,327331.75
1921,0,0,2,1,7,5401.0,884.0,172900.0,6285.0,0.16367339381596,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,218356.4,327331.75
1961,0,0,3,1,7,13068.0,875.0,145000.0,13943.0,0.06695745332108968,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,218356.4,327331.75
1956,0,0,0,0,10,1350360.0,0.0,310000.0,1350360.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,408656.04,327331.75
1956,0,0,0,0,10,2381425.0,0.0,820000.0,2381425.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408656.04,327331.75
1956,0,0,0,0,10,6969600.0,0.0,2016000.0,6969600.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,408656.04,327331.75
1946,1,2,3,2,7,9583.0,1636.0,335000.0,11219.0,0.17071898152979234,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,218356.4,327331.75
2016,0,0,3,2,1,0.0,0.0,32900.0,0.0,0.3272722368594926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,137095.02,137095.02
1920,0,0,0,0,7,0.0,0.0,27065000.0,0.0,0.3272722368594926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137095.02,137095.02
1997,0,0,3,2,1,0.0,0.0,12900.0,0.0,0.3272722368594926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,137095.02,137095.02
1997,0,2,4,2,7,443441.0,2762.0,512000.0,446203.0,0.006228562537068065,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,137095.02,137095.02
1986,2,1,3,2,7,11238.0,1470.0,240000.0,12708.0,0.13080619327282433,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,137095.02,137095.02
