property_id,year_built,garage,stories,beds,baths,type,lot_sqft,sqft,sold_price,sold_date,last_update_date,total_sqft,building_ratio,garage_1_or_more,central_air,community_outdoor_space,dishwasher,basement,fireplace,forced_air,single_story,two_or_more_stories,garage_2_or_more,hardwood_floors,laundry_room,washer_dryer,shopping,recreation_facilities,dining_room,community_security_features,view,central_heat,family_room,city_view,fenced_yard,big_lot,floor_plan,new_roof,rental_property,updated_kitchen,community_swimming_pool,farm,ensuite,corner_lot,ranch,big_yard,modern_kitchen,energy_efficient,open_floor_plan,encoded_city,encoded_state
8073335883,1989,0,1,4,3,7,-0.02837229197801643,1.0364320610611075,310000.0,2024-01-05,2024-01-07 00:00:00,1.0364320610611077,-0.5328727125633616,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.9349385575363943,-0.9468996309891766
7056113344,1950,0,1,3,1,7,-0.030290125649707005,-0.18397205030712097,100000.0,2024-01-05,2024-01-05 00:00:00,-0.183972050307121,-0.6591329458428272,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9349385575363943,-0.9468996309891766
7947655529,1971,0,1,3,2,7,-0.03167105395571121,-0.38248916566173674,95900.0,2024-01-05,2024-01-08 00:00:00,-0.3824891656617368,-0.6062276358543556,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-0.9349385575363943,-0.9468996309891766
8261736041,1940,2,2,4,4,7,-0.026334473304050483,2.0224248185050664,375000.0,2024-01-04,2024-01-05 00:00:00,2.022424818505067,-0.5027502319259499,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,-0.9349385575363943,-0.9468996309891766
8782779002,2004,2,1,3,2,7,-0.031968539706765525,0.5610165338834483,320000.0,2024-01-04,2024-01-05 00:00:00,0.5610165338834485,-0.19064784301239088,1,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,-0.9349385575363943,-0.9468996309891766
7152486220,1971,0,1,3,2,7,-0.03184855470449015,0.018207742452561564,120000.0,2024-01-04,2024-01-05 00:00:00,0.018207742452561574,-0.4315166297113482,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9349385575363943,-0.9468996309891766
7194045969,1994,2,1,4,2,7,-0.030822627896043817,0.2540841673388578,283000.0,2024-01-03,2024-01-03 00:00:00,0.25408416733885786,-0.49893438527208667,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,-0.9349385575363943,-0.9468996309891766
7558916813,1994,0,1,4,2,7,-0.030290125649707005,0.2943736187945917,284500.0,2024-01-02,2024-01-03 00:00:00,0.29437361879459173,-0.5414919937736214,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.9349385575363943,-0.9468996309891766
7532334823,1989,0,1,2,2,7,-0.033286998756997914,-0.18104190838306758,160000.0,2024-01-02,2024-01-02 00:00:00,-0.1810419083830676,-0.05453539536343687,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.9349385575363943,-0.9468996309891766
9702416423,2022,2,2,4,4,7,-0.03340698375927329,0.9727014742129467,439900.0,2024-01-02,2024-01-03 00:00:00,0.972701474212947,1.0540075768750647,1,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.9349385575363943,-0.9468996309891766
7307257977,1968,0,1,3,2,7,-0.02945105621865742,0.6108289465923556,68250.0,2024-01-02,2024-01-03 00:00:00,0.6108289465923558,-0.5386205616701838,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9349385575363943,-0.9468996309891766
7435305681,1987,2,2,4,4,7,-0.026454183111366512,1.1470449186941223,385000.0,2024-01-02,2024-01-02 00:00:00,1.1470449186941225,-0.6105383095635832,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.9349385575363943,-0.9468996309891766
7899123899,1978,0,1,4,2,7,-0.027413237544691473,-0.16272852135773402,139900.0,2024-01-01,2024-01-03 00:00:00,-0.16272852135773405,-0.7619970851489044,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.9349385575363943,-0.9468996309891766
7960919056,1975,0,1,3,2,7,-0.029850364104670193,0.3793477345921394,115000.0,2023-12-30,2024-01-01 00:00:00,0.37934773459213944,-0.5579127517024012,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.9349385575363943,-0.9468996309891766
7300082097,1954,0,1,3,3,7,-0.02789262716387428,0.3573716701617391,140267.0,2023-12-29,2024-01-04 00:00:00,0.35737167016173915,-0.6681898168388883,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9349385575363943,-0.9468996309891766
8761381350,2008,0,1,2,2,7,-0.033167288949681885,-0.346594927092083,173000.0,2023-12-29,2023-12-31 00:00:00,-0.34659492709208306,-0.24905803404659804,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,-0.9349385575363943,-0.9468996309891766
8603667510,1969,0,1,4,2,7,-0.029810736030524195,0.13028567104760294,215000.0,2023-12-29,2023-12-30 00:00:00,0.13028567104760297,-0.6160681390934069,0,1,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9349385575363943,-0.9468996309891766
7191497884,1954,0,1,3,2,7,-0.03244792932594833,-0.32388632718066934,161000.0,2024-01-16,2024-01-16 00:00:00,-0.3238863271806694,-0.4629445893292513,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6805303427597353,-0.7137529502219638
7854450074,2019,2,1,4,2,7,-0.029930721032799572,0.2621420576300046,359500.0,2024-01-12,2024-01-13 00:00:00,0.26214205763000464,-0.5782265639289017,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,-0.6805303427597353,-0.7137529502219638
7590124670,1998,0,1,3,2,7,-0.03160885989489874,0.07900818737666898,205000.0,2024-01-12,2024-01-16 00:00:00,0.07900818737666901,-0.44938485404334966,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.6805303427597353,-0.7137529502219638
8945680329,1957,0,1,3,2,7,-0.03136916508530734,-0.20228543733245452,162000.0,2024-01-12,2024-01-12 00:00:00,-0.20228543733245455,-0.5767875283349577,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6805303427597353,-0.7137529502219638
9521849482,2018,3,3,4,5,7,0.0038742277734093457,1.6158676265426613,1170000.0,2024-01-12,2024-01-13 00:00:00,1.6158676265426617,-0.844776251883919,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.6805303427597353,-0.7137529502219638
8433767523,1979,2,2,3,3,7,-0.03184855470449015,-0.06530130238295948,225000.0,2024-01-12,2024-01-13 00:00:00,-0.06530130238295948,-0.4636626543747203,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.6805303427597353,-0.7137529502219638
8025245667,1955,0,1,2,1,7,-0.03268762413553973,-0.7091999901936875,115000.0,2024-01-12,2024-01-14 00:00:00,-0.7091999901936875,-0.6185178285140075,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.6805303427597353,-0.7137529502219638
8261346232,1940,3,1,4,2,7,-0.03136916508530734,0.3383257476553922,63000.0,2024-01-11,2024-01-12 00:00:00,0.33832574765539225,-0.39950786810383704,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.6805303427597353,-0.7137529502219638
7978591856,1954,0,1,3,1,7,-0.032208234516356925,-0.4418245396238175,135000.0,2024-01-11,2024-01-15 00:00:00,-0.44182453962381757,-0.5612637126858978,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.6805303427597353,-0.7137529502219638
7539003317,2007,2,1,3,2,7,-0.031968539706765525,-0.24623756619325507,150000.0,2024-01-11,2024-01-11 00:00:00,-0.2462375661932551,-0.5155307819656565,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0.021607020748367387,-0.7137529502219638
7019114955,1939,0,2,4,2,7,-0.03244792932594833,0.42329986345293996,530000.0,2024-01-11,2024-01-16 00:00:00,0.42329986345294,-0.0954292107363269,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.6805303427597353,-0.7137529502219638
9934955122,1956,0,0,0,0,10,-0.03304730394740651,-1.2615317428777477,76000.0,2024-01-11,2024-01-11 00:00:00,-1.261531742877748,-0.9241403585439016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6805303427597353,-0.7137529502219638
7164775054,1966,0,1,3,2,7,-0.03148887489262337,0.02040534889560159,159900.0,2024-01-10,2024-01-11 00:00:00,0.020405348895601604,-0.4876161935818447,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6805303427597353,-0.7137529502219638
8210091039,2016,0,2,4,4,7,-0.03268762413553973,1.4664303884159395,980000.0,2024-01-10,2024-01-10 00:00:00,1.4664303884159398,0.5853268852642224,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6805303427597353,-0.7137529502219638
7047886314,1981,2,2,3,2,7,-0.03148887489262337,-0.12903188923112027,259900.0,2024-01-10,2024-01-10 00:00:00,-0.1290318892311203,-0.5385024390974217,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.6805303427597353,-0.7137529502219638
8490256394,1927,0,3,4,3,7,-0.033167288949681885,2.1052013278595743,570000.0,2024-01-10,2024-01-11 00:00:00,2.1052013278595747,1.5599896361635501,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6805303427597353,-0.7137529502219638
8120325607,1982,2,2,4,3,7,-0.02969075102824882,0.8269269134912917,417000.0,2024-01-10,2024-01-11 00:00:00,0.8269269134912918,-0.4731548763516415,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.6805303427597353,-0.7137529502219638
7785709635,2000,2,2,4,3,7,-0.032208234516356925,0.45260128269347366,396500.0,2024-01-10,2024-01-10 00:00:00,0.4526012826934737,-0.16530983905531452,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6805303427597353,-0.7137529502219638
7522333549,1977,2,2,4,3,7,-0.03460573300218965,0.2943736187945917,150000.0,2024-01-10,2024-01-11 00:00:00,0.29437361879459173,-6.283711268626737e-17,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.6805303427597353,-0.7137529502219638
